tissue	term	screen_display_label	candidate_reason	absolute_effect_rank_active	within_tissue_magnitude_percentile	mean_accession_effect	primary_direction_accessions	primary_direction_agreement	sensitivity_analysis	sensitivity_effect	sensitivity_direction_preserved	sensitivity_magnitude_ratio	meta_fdr	maximum_leave_one_out_fdr	pathway_genes_measured	pathway_genes_pooled_fdr_lt_005	pathway_gene_support_fraction	significant_genes_same_direction	significant_genes_opposite_direction	opposite_nested_program	opposite_nested_terms	maximum_opposite_nested_overlap_coefficient	family_id	process_family	family_literature_role	family_narrative_decision	family_representative	pathway_review_disposition	family_synthesis	family_supporting_references	family_caution	curated_for_main_figures	evidence_role
thymus	R-MMU-1640170_CELL_CYCLE	Cell Cycle	top_decile_magnitude;stable_rank_40_extension	14.0	0.9540636042402828	-0.604111792668421	4	1.0	exclude OSD-289	-0.6388023179188597	True	1.0574240160040698	0.0058555767134523	0.0550302869435423	165	74	0.4484848484848485	69	5	False			proliferation_genome	Proliferation and genome maintenance	aligned	existing_core_axis	False	family_support_or_redundant_child	Lower mitotic, nucleotide, chromatin, transcription, telomere, rRNA, and DNA-repair programs form one dominant reduced proliferative and genome-maintenance state.	6;9	Many child terms may reflect fewer cycling thymocytes rather than independent defects in every molecular process.	False	
thymus	R-MMU-8957322_METABOLISM_OF_STEROIDS	Metabolism Of Steroids	top_decile_magnitude;stable_rank_40_extension	15.0	0.950530035335689	-0.5799021726164035	4	1.0	exclude OSD-289	-0.5579732563330044	True	0.96218514549711	7.219980364535166e-07	0.0001410332715718	28	4	0.14285714285714285	3	1	True	R-MMU-1430728_METABOLISM	1.0	metabolic_endocrine	Respiratory, metabolic, and endocrine state	context_sensitive	supplement_only	False	family_support_or_redundant_child	Higher respiratory and broad metabolic scores coexist with lower steroid and ESR-associated scores, suggesting composition or state redistribution rather than globally improved metabolism.	8;22	Latent respiratory score is not a direct measurement of mitochondrial function or ATP production.	False	
thymus	R-MMU-157579_TELOMERE_MAINTENANCE	Telomere Maintenance	top_decile_magnitude;stable_rank_40_extension	16.0	0.9469964664310954	-0.5554702357489474	4	1.0	exclude OSD-289	-0.5831943629570175	True	1.04991109410334	0.0005724454549472	0.0269859055267866	40	7	0.175	7	0	False			proliferation_genome	Proliferation and genome maintenance	aligned	existing_core_axis	False	family_support_or_redundant_child	Lower mitotic, nucleotide, chromatin, transcription, telomere, rRNA, and DNA-repair programs form one dominant reduced proliferative and genome-maintenance state.	6;9	Many child terms may reflect fewer cycling thymocytes rather than independent defects in every molecular process.	False	
thymus	R-MMU-2168880_SCAVENGING_OF_HEME_FROM_PLASMA	Scavenging Of Heme From Plasma	top_decile_magnitude;stable_rank_40_extension	17.0	0.9434628975265018	0.5057024796403508	4	1.0	exclude OSD-289	0.6182395997587717	True	1.2225362236674338	0.0338977191140723	0.2159164460073085	44	4	0.09090909090909091	4	0	True	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	0.8174603174603174	innate_hemostatic	Innate, hemostatic, and vascular-associated response	complementary	existing_support_axis	False	family_support_or_redundant_child	Higher broad immune, TLR, neutrophil, hemostasis, platelet, and heme-scavenging scores reinforce an innate and vascular-associated counter-response.	9;10	Blood contamination or altered immune-cell composition may contribute, and these terms should not be presented as six independent mechanisms.	False	
thymus	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	Lymphoid-stromal interactions	top_decile_magnitude;stable_rank_40_extension;prespecified_main_review	18.0	0.939929328621908	-0.5009776116961403	4	1.0	exclude OSD-289	-0.5319108237868422	True	1.061745697549183	6.236849245654875e-08	0.000573772977469	79	17	0.21518987341772153	7	10	True	R-MMU-2168880_SCAVENGING_OF_HEME_FROM_PLASMA;R-MMU-168256_IMMUNE_SYSTEM	1.0	niche_cytoskeleton	Thymocyte-niche interaction and cytoskeleton	complementary	existing_core_axis	False	family_support_or_redundant_child	Lower RHOA, broader Rho-family, and lymphoid-stromal interaction scores reinforce reduced thymocyte migration, adhesion, or niche coordination.	6;11	Bulk tissue cannot separate weaker interaction state from loss of interacting thymocytes.	True	complementary
thymus	R-MMU-109582_HEMOSTASIS	Hemostasis	top_decile_magnitude;stable_rank_40_extension	19.0	0.9363957597173144	0.493460140866667	4	1.0	exclude OSD-289	0.4845491344166669	True	0.9819417908114125	5.551502248238354e-07	0.0001038258260775	244	59	0.24180327868852458	43	16	False			innate_hemostatic	Innate, hemostatic, and vascular-associated response	complementary	existing_support_axis	False	family_support_or_redundant_child	Higher broad immune, TLR, neutrophil, hemostasis, platelet, and heme-scavenging scores reinforce an innate and vascular-associated counter-response.	9;10	Blood contamination or altered immune-cell composition may contribute, and these terms should not be presented as six independent mechanisms.	False	
thymus	R-MMU-382551_TRANSPORT_OF_SMALL_MOLECULES	Transport Of Small Molecules	top_decile_magnitude;stable_rank_40_extension	20.0	0.9328621908127208	0.4523729386315788	4	1.0	exclude OSD-289	0.4513271066228068	True	0.9976881198686738	1.1827807474527592e-08	0.0001307302659397	151	40	0.26490066225165565	36	4	False			metabolic_endocrine	Respiratory, metabolic, and endocrine state	context_sensitive	supplement_only	False	family_support_or_redundant_child	Higher respiratory and broad metabolic scores coexist with lower steroid and ESR-associated scores, suggesting composition or state redistribution rather than globally improved metabolism.	8;22	Latent respiratory score is not a direct measurement of mitochondrial function or ATP production.	False	
thymus	R-MMU-162582_SIGNAL_TRANSDUCTION	Signal Transduction	top_decile_magnitude;stable_rank_40_extension	21.0	0.9293286219081272	0.4515207469824561	4	1.0	exclude OSD-289	0.4145908649780701	True	0.9182099997592781	4.039766078976314e-08	1.3515638075587669e-06	616	149	0.2418831168831169	105	44	True	R-MMU-8980692_RHOA_GTPASE_CYCLE;R-MMU-9012999_RHO_GTPASE_CYCLE;R-MMU-8939211_ESR_MEDIATED_SIGNALING	1.0	broad_signaling	Broad receptor signaling	not_interpretable	exclude	True	representative	Signal-transduction, GPCR, and G-alpha-i umbrellas are too broad to define a thymus mechanism.		The terms contain many receptors and cell types with unrelated functions.	False	
thymus	R-MMU-5357801_PROGRAMMED_CELL_DEATH	Programmed Cell Death	top_decile_magnitude;stable_rank_40_extension	22.0	0.9257950530035336	-0.4478135698017542	4	1.0	exclude OSD-289	-0.4696997353771929	True	1.0488733862735058	2.5503318679990178e-08	0.000573772977469	42	12	0.2857142857142857	5	7	False			death_stress	Cell death and stress response	context_sensitive	add_interpretive_context	False	family_support_or_redundant_child	Lower apoptosis, programmed-cell-death, and stress-response scores support a proliferation-led long-duration phenotype rather than universal ongoing apoptosis.	7;9	Post-return STS-135 tissue showed DNA fragmentation, so timing and mission context prevent a general anti-apoptosis claim.	False	
thymus	R-MMU-446203_ASPARAGINE_N_LINKED_GLYCOSYLATION	Asparagine N Linked Glycosylation	top_decile_magnitude;stable_rank_40_extension	23.0	0.92226148409894	0.4391501264992983	4	1.0	exclude OSD-289	0.4481013677074561	True	1.020383100602778	0.0002855592863357	0.0050470959087474	35	8	0.22857142857142856	6	2	True	R-MMU-392499_METABOLISM_OF_PROTEINS	1.0	trafficking_proteostasis	Secretory trafficking and proteostasis	context_sensitive	supplement_only	False	family_support_or_redundant_child	Lower retrograde trafficking and protein-metabolism scores contrast with higher N-linked glycosylation and broad post-translational modification.	22	Opposing nested terms and absent thymus-specific validation preclude a process-level direction.	False	
thymus	R-MMU-6791226_MAJOR_PATHWAY_OF_RRNA_PROCESSING_IN_THE_NUCLEOLUS_AND_CYTOSOL	Major Pathway Of Rrna Processing In The Nucleolus And Cytosol	top_decile_magnitude;stable_rank_40_extension	24.0	0.9187279151943464	-0.4370219137175438	4	1.0	exclude OSD-289	-0.4455833579802631	True	1.0195904232579347	1.608658985006339e-05	0.0039883341402972	27	1	0.037037037037037035	0	1	False			proliferation_genome	Proliferation and genome maintenance	aligned	existing_core_axis	False	family_support_or_redundant_child	Lower mitotic, nucleotide, chromatin, transcription, telomere, rRNA, and DNA-repair programs form one dominant reduced proliferative and genome-maintenance state.	6;9	Many child terms may reflect fewer cycling thymocytes rather than independent defects in every molecular process.	False	
thymus	R-MMU-597592_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	Post Translational Protein Modification	top_decile_magnitude;stable_rank_40_extension	25.0	0.9151943462897526	0.4336172881254386	4	1.0	exclude OSD-289	0.3879681791151316	True	0.8947248869904342	1.8469948077169443e-06	5.105687733554672e-05	254	74	0.29133858267716534	55	19	True	R-MMU-8951664_NEDDYLATION;R-MMU-392499_METABOLISM_OF_PROTEINS	1.0	trafficking_proteostasis	Secretory trafficking and proteostasis	context_sensitive	supplement_only	False	family_support_or_redundant_child	Lower retrograde trafficking and protein-metabolism scores contrast with higher N-linked glycosylation and broad post-translational modification.	22	Opposing nested terms and absent thymus-specific validation preclude a process-level direction.	False	
thymus	R-MMU-8951664_NEDDYLATION	Neddylation	top_decile_magnitude;stable_rank_40_extension	26.0	0.911660777385159	-0.432087789265614	4	1.0	exclude OSD-289	-0.4036267943528508	True	0.9341314528671683	2.9532076302323377e-36	5.2787184165088943e-20	17	4	0.23529411764705882	2	2	True	R-MMU-597592_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	1.0	trafficking_proteostasis	Secretory trafficking and proteostasis	context_sensitive	supplement_only	False	family_support_or_redundant_child	Lower retrograde trafficking and protein-metabolism scores contrast with higher N-linked glycosylation and broad post-translational modification.	22	Opposing nested terms and absent thymus-specific validation preclude a process-level direction.	False	
thymus	R-MMU-1474244_EXTRACELLULAR_MATRIX_ORGANIZATION	Extracellular matrix organization	top_decile_magnitude;stable_rank_40_extension;prespecified_main_review	27.0	0.9081272084805654	0.431807671177193	4	1.0	exclude OSD-289	0.4054571737631579	True	0.938976310119275	3.7020523099467865e-06	9.483476813950088e-05	115	34	0.2956521739130435	33	1	False			stromal_matrix	Stromal matrix and TGF-beta response	complementary	existing_core_axis	True	representative	Higher extracellular-matrix and TGF-beta-receptor scores reinforce a stromal response accompanying thymocyte loss.	9;11	Higher latent scores do not establish fibrosis, increased matrix mass, or the responding cell population.	True	complementary
thymus	R-MMU-8939211_ESR_MEDIATED_SIGNALING	Esr Mediated Signaling	top_decile_magnitude;stable_rank_40_extension	28.0	0.9045936395759716	-0.4107505771273947	4	1.0	exclude OSD-289	-0.3867242191592434	True	0.9415062100796524	2.3111772587694262e-09	3.5772438313865554e-06	51	3	0.058823529411764705	0	3	True	R-MMU-162582_SIGNAL_TRANSDUCTION	1.0	metabolic_endocrine	Respiratory, metabolic, and endocrine state	context_sensitive	supplement_only	False	family_support_or_redundant_child	Higher respiratory and broad metabolic scores coexist with lower steroid and ESR-associated scores, suggesting composition or state redistribution rather than globally improved metabolism.	8;22	Latent respiratory score is not a direct measurement of mitochondrial function or ATP production.	False	
thymus	R-MMU-397014_MUSCLE_CONTRACTION	Muscle Contraction	top_decile_magnitude;stable_rank_40_extension	29.0	0.901060070671378	0.3850010369807017	4	1.0	exclude OSD-289	0.3489047628925438	True	0.9062436964553754	4.150117715869785e-13	1.833001448009522e-09	48	11	0.22916666666666666	11	0	False			off_context	Tissue-incongruent labels	not_interpretable	exclude	False	excluded_tissue_incongruent_or_nonspecific	Muscle-contraction, postsynaptic, and potassium-channel labels do not support a specific thymic mechanism.		Shared receptors, ion channels, or stromal genes can produce these labels without muscle or neuronal tissue activity.	False	
thymus	R-MMU-109581_APOPTOSIS	Apoptosis	stable_rank_40_extension	30.0	0.8975265017667845	-0.3820839966280702	4	1.0	exclude OSD-289	-0.399753404118421	True	1.0462448248193723	0.0010390849822512	0.0250628891359118	33	11	0.3333333333333333	5	6	False			death_stress	Cell death and stress response	context_sensitive	add_interpretive_context	True	representative	Lower apoptosis, programmed-cell-death, and stress-response scores support a proliferation-led long-duration phenotype rather than universal ongoing apoptosis.	7;9	Post-return STS-135 tissue showed DNA fragmentation, so timing and mission context prevent a general anti-apoptosis claim.	False	
thymus	R-MMU-2262752_CELLULAR_RESPONSES_TO_STRESS	Cellular Responses To Stress	stable_rank_40_extension	31.0	0.8939929328621908	-0.3810774206982456	4	1.0	exclude OSD-289	-0.3626687529561403	True	0.9516931029175772	2.3162878549861348e-06	0.0036390021434112	123	16	0.13008130081300814	9	7	False			death_stress	Cell death and stress response	context_sensitive	add_interpretive_context	False	family_support_or_redundant_child	Lower apoptosis, programmed-cell-death, and stress-response scores support a proliferation-led long-duration phenotype rather than universal ongoing apoptosis.	7;9	Post-return STS-135 tissue showed DNA fragmentation, so timing and mission context prevent a general anti-apoptosis claim.	False	
thymus	R-MMU-168256_IMMUNE_SYSTEM	Immune System	stable_rank_40_extension	32.0	0.8904593639575972	0.3725581363859653	4	1.0	exclude OSD-289	0.3387368163157897	True	0.9092186781954021	2.9536441599671017e-10	4.261899060824305e-07	565	122	0.215929203539823	93	29	True	R-MMU-9851695_EPIGENETIC_REGULATION_OF_ADIPOGENESIS_GENES_BY_MLL3_AND_MLL4_COMPLEXES;R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL;R-MMU-202403_TCR_SIGNALING	1.0	innate_hemostatic	Innate, hemostatic, and vascular-associated response	complementary	existing_support_axis	False	family_support_or_redundant_child	Higher broad immune, TLR, neutrophil, hemostasis, platelet, and heme-scavenging scores reinforce an innate and vascular-associated counter-response.	9;10	Blood contamination or altered immune-cell composition may contribute, and these terms should not be presented as six independent mechanisms.	False	
thymus	R-MMU-392499_METABOLISM_OF_PROTEINS	Metabolism Of Proteins	stable_rank_40_extension	33.0	0.8869257950530035	-0.3635102685964909	4	1.0	exclude OSD-289	-0.3474990065789471	True	0.9559537559162686	5.6598026990990825e-14	9.396092535360273e-08	328	79	0.24085365853658536	19	60	True	R-MMU-446203_ASPARAGINE_N_LINKED_GLYCOSYLATION;R-MMU-597592_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	1.0	trafficking_proteostasis	Secretory trafficking and proteostasis	context_sensitive	supplement_only	False	family_support_or_redundant_child	Lower retrograde trafficking and protein-metabolism scores contrast with higher N-linked glycosylation and broad post-translational modification.	22	Opposing nested terms and absent thymus-specific validation preclude a process-level direction.	False	
thymus	R-MMU-372790_SIGNALING_BY_GPCR	Signaling By GPCR	stable_rank_40_extension	34.0	0.8833922261484098	0.3611514744842105	4	1.0	exclude OSD-289	0.3165213466885964	True	0.8764226897886711	1.2663290970106298e-11	5.39930023685376e-06	176	38	0.2159090909090909	33	5	False			broad_signaling	Broad receptor signaling	not_interpretable	exclude	False	excluded_tissue_incongruent_or_nonspecific	Signal-transduction, GPCR, and G-alpha-i umbrellas are too broad to define a thymus mechanism.		The terms contain many receptors and cell types with unrelated functions.	False	
thymus	R-MMU-112314_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	Neurotransmitter Receptors And Postsynaptic Signal Transmission	stable_rank_40_extension	35.0	0.8798586572438163	-0.3581995713786842	4	1.0	exclude OSD-289	-0.3219356535962719	True	0.8987605773986967	1.9269526262492735e-07	0.0013694111458638	23	1	0.043478260869565216	0	1	False			off_context	Tissue-incongruent labels	not_interpretable	exclude	True	representative	Muscle-contraction, postsynaptic, and potassium-channel labels do not support a specific thymic mechanism.		Shared receptors, ion channels, or stromal genes can produce these labels without muscle or neuronal tissue activity.	False	
thymus	R-MMU-170834_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	Signaling By Tgf Beta Receptor Complex	stable_rank_40_extension	36.0	0.8763250883392226	0.3532981958426316	4	1.0	exclude OSD-289	0.3389815487616228	True	0.9594771576830077	2.347654600784496e-25	2.414414191866437e-17	23	8	0.34782608695652173	8	0	False			stromal_matrix	Stromal matrix and TGF-beta response	complementary	existing_core_axis	False	family_support_or_redundant_child	Higher extracellular-matrix and TGF-beta-receptor scores reinforce a stromal response accompanying thymocyte loss.	9;11	Higher latent scores do not establish fibrosis, increased matrix mass, or the responding cell population.	False	
thymus	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil Degranulation	stable_rank_40_extension	37.0	0.872791519434629	0.3488187588192982	4	1.0	exclude OSD-289	0.3297897658157893	True	0.9454473346906017	0.000174502138861	0.0528530484430016	161	38	0.2360248447204969	36	2	False			innate_hemostatic	Innate, hemostatic, and vascular-associated response	complementary	existing_support_axis	False	family_support_or_redundant_child	Higher broad immune, TLR, neutrophil, hemostasis, platelet, and heme-scavenging scores reinforce an innate and vascular-associated counter-response.	9;10	Blood contamination or altered immune-cell composition may contribute, and these terms should not be presented as six independent mechanisms.	False	
thymus	R-MMU-76002_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	Platelet Activation Signaling And Aggregation	stable_rank_40_extension	38.0	0.8692579505300353	0.3485828727964911	4	1.0	exclude OSD-289	0.339937054745614	True	0.9751972379436878	4.463229310398775e-09	3.5590712348300874e-05	97	26	0.26804123711340205	25	1	False			innate_hemostatic	Innate, hemostatic, and vascular-associated response	complementary	existing_support_axis	False	family_support_or_redundant_child	Higher broad immune, TLR, neutrophil, hemostasis, platelet, and heme-scavenging scores reinforce an innate and vascular-associated counter-response.	9;10	Blood contamination or altered immune-cell composition may contribute, and these terms should not be presented as six independent mechanisms.	False	
thymus	R-MMU-1296071_POTASSIUM_CHANNELS	Potassium Channels	stable_rank_40_extension	39.0	0.8657243816254417	-0.34831702943	4	1.0	exclude OSD-289	-0.3377617306208333	True	0.9696962883886562	4.0998938493015256e-10	4.0933995707762e-07	19	2	0.10526315789473684	0	2	False			off_context	Tissue-incongruent labels	not_interpretable	exclude	False	excluded_tissue_incongruent_or_nonspecific	Muscle-contraction, postsynaptic, and potassium-channel labels do not support a specific thymic mechanism.		Shared receptors, ion channels, or stromal genes can produce these labels without muscle or neuronal tissue activity.	False	
thymus	R-MMU-418594_G_ALPHA_I_SIGNALLING_EVENTS	G Alpha I Signalling Events	stable_rank_40_extension	40.0	0.8621908127208481	0.3307834867754386	4	1.0	exclude OSD-289	0.3593133188234649	True	1.0862492633055607	0.0185523443477257	0.1976607535410671	85	20	0.23529411764705882	19	1	False			broad_signaling	Broad receptor signaling	not_interpretable	exclude	False	excluded_tissue_incongruent_or_nonspecific	Signal-transduction, GPCR, and G-alpha-i umbrellas are too broad to define a thymus mechanism.		The terms contain many receptors and cell types with unrelated functions.	False	
thymus	R-MMU-166166_MYD88_INDEPENDENT_TLR4_CASCADE	Innate TLR signaling	prespecified_main_review	44.0	0.8480565371024735	0.3124392548473684	4	1.0	exclude OSD-289	0.2993532267675438	True	0.9581165686551859	2.5102236663170564e-14	1.687361422845736e-07	26	6	0.23076923076923078	6	0	False			innate_hemostatic	Innate, hemostatic, and vascular-associated response	complementary	existing_support_axis	True	representative	Higher broad immune, TLR, neutrophil, hemostasis, platelet, and heme-scavenging scores reinforce an innate and vascular-associated counter-response.	9;10	Blood contamination or altered immune-cell composition may contribute, and these terms should not be presented as six independent mechanisms.	True	complementary
thymus	R-MMU-202403_TCR_SIGNALING	T-cell receptor signaling	prespecified_main_review	60.0	0.7915194346289752	-0.2550683513754384	3	0.75	exclude OSD-289	-0.255623764219298	True	1.0021775059150404	0.0091533711858047	0.154736064241441	32	5	0.15625	4	1	True	R-MMU-168256_IMMUNE_SYSTEM	1.0	adaptive_tcr	Adaptive T-cell signaling	aligned	existing_core_axis	True	representative	Lower T-cell receptor score anchors the established reduction in adaptive thymic output and signaling.	8;10	The score is sensitive to the abundance of developing T cells in bulk tissue.	True	aligned
