human_symbol	human_ensembl_gene	human_symbol_biomart	mouse_ensembl_gene	mouse_symbol	orthology_type	mouse_perc_id
RAD51C	ENSG00000108384	RAD51C	ENSMUSG00000007646	Rad51c	ortholog_one2one	83.7766
CLTC	ENSG00000141367	CLTC	ENSMUSG00000047126	Cltc	ortholog_one2one	99.8806
APPBP2	ENSG00000062725	APPBP2	ENSMUSG00000018481	Appbp2	ortholog_one2one	99.1453
TBX2	ENSG00000121068	TBX2	ENSMUSG00000000093	Tbx2	ortholog_one2one	94.9438
TLK2	ENSG00000146872	TLK2	ENSMUSG00000020694	Tlk2	ortholog_one2one	99.3333
CYB561	ENSG00000008283	CYB561	ENSMUSG00000019590	Cyb561	ortholog_one2one	88.0478
DDX42	ENSG00000198231	DDX42	ENSMUSG00000020705	Ddx42	ortholog_one2one	95.5224
SMARCD2	ENSG00000108604	SMARCD2	ENSMUSG00000078619	Smarcd2	ortholog_one2one	98.1168
POLG2	ENSG00000256525	POLG2	ENSMUSG00000020718	Polg2	ortholog_one2one	72.7835
NUP85	ENSG00000125450	NUP85	ENSMUSG00000020739	Nup85	ortholog_one2one	91.6159
ST6GALNAC2	ENSG00000070731	ST6GALNAC2	ENSMUSG00000057286	St6galnac2	ortholog_one2one	74.8663
JMJD6	ENSG00000070495	JMJD6	ENSMUSG00000056962	Jmjd6	ortholog_one2one	97.7667
BIRC5	ENSG00000089685	BIRC5	ENSMUSG00000017716	Birc5	ortholog_one2one	82.3944
CYTH1	ENSG00000108669	CYTH1	ENSMUSG00000017132	Cyth1	ortholog_one2one	97.99
TIMP2	ENSG00000035862	TIMP2	ENSMUSG00000017466	Timp2	ortholog_one2one	98.1818
CANT1	ENSG00000171302	CANT1	ENSMUSG00000025575	Cant1	ortholog_one2one	87.5312
GAA	ENSG00000171298	GAA	ENSMUSG00000025579	Gaa	ortholog_one2one	80.3571
CHMP6	ENSG00000176108	CHMP6	ENSMUSG00000025371	Chmp6	ortholog_one2one	92.5373
MRPL12	ENSG00000262814	MRPL12	ENSMUSG00000039640	Mrpl12	ortholog_one2one	85.3535
PYCR1	ENSG00000183010	PYCR1	ENSMUSG00000025140	Pycr1	ortholog_one2one	88.4013
RFNG	ENSG00000169733	RFNG	ENSMUSG00000025158	Rfng	ortholog_one2one	80.9668
USP14	ENSG00000101557	USP14	ENSMUSG00000047879	Usp14	ortholog_one2one	96.5587
RAB31	ENSG00000168461	RAB31	ENSMUSG00000056515	Rab31	ortholog_one2one	94.359
TUBB6	ENSG00000176014	TUBB6	ENSMUSG00000001473	Tubb6	ortholog_one2one	97.3094
RNMT	ENSG00000101654	RNMT	ENSMUSG00000009535	Rnmt	ortholog_one2one	75.0
NPC1	ENSG00000141458	NPC1	ENSMUSG00000024413	Npc1	ortholog_one2one	86.385
LAMA3	ENSG00000053747	LAMA3	ENSMUSG00000024421	Lama3	ortholog_one2one	77.7978
DSG2	ENSG00000046604	DSG2	ENSMUSG00000044393	Dsg2	ortholog_one2one	76.8336
PIK3C3	ENSG00000078142	PIK3C3	ENSMUSG00000033628	Pik3c3	ortholog_one2one	97.9707
ME2	ENSG00000082212	ME2	ENSMUSG00000024556	Me2	ortholog_one2one	89.0411
WDR7	ENSG00000091157	WDR7	ENSMUSG00000040560	Wdr7	ortholog_one2one	93.1544
MALT1	ENSG00000172175	MALT1	ENSMUSG00000032688	Malt1	ortholog_one2one	86.6505
PMAIP1	ENSG00000141682	PMAIP1	ENSMUSG00000024521	Pmaip1	ortholog_one2one	64.8148
BCL2	ENSG00000171791	BCL2	ENSMUSG00000057329	Bcl2	ortholog_one2one	90.3766
CNDP2	ENSG00000133313	CNDP2	ENSMUSG00000024644	Cndp2	ortholog_one2one	91.1579
CIRBP	ENSG00000099622	CIRBP	ENSMUSG00000045193	Cirbp	ortholog_one2one	54.2088
PLEKHJ1	ENSG00000104886	PLEKHJ1	ENSMUSG00000035278	Plekhj1	ortholog_one2one	83.8926
GADD45B	ENSG00000099860	GADD45B	ENSMUSG00000015312	Gadd45b	ortholog_one2one	93.125
GNA11	ENSG00000088256	GNA11	ENSMUSG00000034781	Gna11	ortholog_one2one	98.0501
GNA15	ENSG00000060558	GNA15	ENSMUSG00000034792	Gna15	ortholog_one2one	84.7594
HMG20B	ENSG00000064961	HMG20B	ENSMUSG00000020232	Hmg20b	ortholog_one2one	93.6908
TBXA2R	ENSG00000006638	TBXA2R	ENSMUSG00000034881	Tbxa2r	ortholog_one2one	74.6356
FSD1	ENSG00000105255	FSD1	ENSMUSG00000011589	Fsd1	ortholog_one2one	93.1452
STAP2	ENSG00000178078	STAP2	ENSMUSG00000038781	Stap2	ortholog_one2one	70.4715
TICAM1	ENSG00000127666	TICAM1	ENSMUSG00000047123	Ticam1	ortholog_one2one	55.8989
MCOLN1	ENSG00000090674	MCOLN1	ENSMUSG00000004567	Mcoln1	ortholog_one2one	91.3793
STXBP2	ENSG00000076944	STXBP2	ENSMUSG00000004626	Stxbp2	ortholog_one2one	94.4351
ELAVL1	ENSG00000066044	ELAVL1	ENSMUSG00000040028	Elavl1	ortholog_one2one	98.4663
CD320	ENSG00000167775	CD320	ENSMUSG00000002308	Cd320	ortholog_one2one	55.6738
FBXL12	ENSG00000127452	FBXL12	ENSMUSG00000066892	Fbxl12	ortholog_one2one	93.2515
PIN1	ENSG00000127445	PIN1	ENSMUSG00000032171	Pin1	ortholog_one2many	95.092
PIN1	ENSG00000127445	PIN1	ENSMUSG00000074997	Pin1rt1	ortholog_one2many	90.1841
DNMT1	ENSG00000130816	DNMT1	ENSMUSG00000004099	Dnmt1	ortholog_one2one	77.451
ICAM1	ENSG00000090339	ICAM1	ENSMUSG00000037405	Icam1	ortholog_one2one	53.1955
KEAP1	ENSG00000079999	KEAP1	ENSMUSG00000003308	Keap1	ortholog_one2one	94.0705
SMARCA4	ENSG00000127616	SMARCA4	ENSMUSG00000032187	Smarca4	ortholog_one2one	97.2678
MAN2B1	ENSG00000104774	MAN2B1	ENSMUSG00000005142	Man2b1	ortholog_one2one	75.5687
HOOK2	ENSG00000095066	HOOK2	ENSMUSG00000052566	Hook2	ortholog_one2one	81.5021
PRKACA	ENSG00000072062	PRKACA	ENSMUSG00000005469	Prkaca	ortholog_one2one	98.0057
ADGRE5	ENSG00000123146	ADGRE5	ENSMUSG00000002885	Adgre5	ortholog_one2one	52.6946
DNAJB1	ENSG00000132002	DNAJB1	ENSMUSG00000005483	Dnajb1	ortholog_one2one	95.5882
AKAP8	ENSG00000105127	AKAP8	ENSMUSG00000024045	Akap8	ortholog_one2one	79.4798
AKAP8L	ENSG00000011243	AKAP8L	ENSMUSG00000002625	Akap8l	ortholog_one2one	92.1053
CHERP	ENSG00000085872	CHERP	ENSMUSG00000052488	Cherp	ortholog_one2one	95.3057
NR2F6	ENSG00000160113	NR2F6	ENSMUSG00000002393	Nr2f6	ortholog_one2one	92.0792
FCHO1	ENSG00000130475	FCHO1	ENSMUSG00000070000	Fcho1	ortholog_one2one	85.6018
LPAR2	ENSG00000064547	LPAR2	ENSMUSG00000031861	Lpar2	ortholog_one2one	92.2414
POP4	ENSG00000105171	POP4	ENSMUSG00000030423	Pop4	ortholog_one2one	82.7273
CEBPA	ENSG00000245848	CEBPA	ENSMUSG00000034957	Cebpa	ortholog_one2one	94.4134
KIAA0355	ENSG00000166398	GARRE1	ENSMUSG00000066571	Garre1	ortholog_one2one	92.7103
LSR	ENSG00000105699	LSR	ENSMUSG00000001247	Lsr	ortholog_one2one	77.8702
POLR2I	ENSG00000105258	POLR2I	ENSMUSG00000019738	Polr2i	ortholog_one2one	100.0
ECH1	ENSG00000104823	ECH1	ENSMUSG00000053898	Ech1	ortholog_one2one	74.0854
NFKBIB	ENSG00000104825	NFKBIB	ENSMUSG00000030595	Nfkbib	ortholog_one2one	84.5506
PAK4	ENSG00000130669	PAK4	ENSMUSG00000030602	Pak4	ortholog_one2one	93.0626
PAF1	ENSG00000006712	PAF1	ENSMUSG00000003437	Paf1	ortholog_one2one	98.8701
ZFP36	ENSG00000128016	ZFP36	ENSMUSG00000044786	Zfp36	ortholog_one2one	84.0491
PAFAH1B3	ENSG00000079462	PAFAH1B3	ENSMUSG00000005447	Pafah1b3	ortholog_one2one	96.1039
APOE	ENSG00000130203	APOE	ENSMUSG00000002985	Apoe	ortholog_one2one	70.6625
RELB	ENSG00000104856	RELB	ENSMUSG00000002983	Relb	ortholog_one2one	85.3195
TRAPPC6A	ENSG00000007255	TRAPPC6A	ENSMUSG00000002043	Trappc6a	ortholog_one2one	83.0189
RTN2	ENSG00000125744	RTN2	ENSMUSG00000030401	Rtn2	ortholog_one2one	64.9541
CALM3	ENSG00000160014	CALM3	ENSMUSG00000019370	Calm3	ortholog_one2one	100.0
LIG1	ENSG00000105486	LIG1	ENSMUSG00000056394	Lig1	ortholog_one2one	83.2427
GRWD1	ENSG00000105447	GRWD1	ENSMUSG00000053801	Grwd1	ortholog_one2one	91.2556
FUT1	ENSG00000174951	FUT1	ENSMUSG00000008461	Fut1	ortholog_one2one	77.8082
BAX	ENSG00000087088	BAX	ENSMUSG00000003873	Bax	ortholog_one2one	92.1875
PIH1D1	ENSG00000104872	PIH1D1	ENSMUSG00000003423	Pih1d1	ortholog_one2one	80.3448
NOSIP	ENSG00000142546	NOSIP	ENSMUSG00000003421	Nosip	ortholog_one2one	90.0332
PNKP	ENSG00000039650	PNKP	ENSMUSG00000002963	Pnkp	ortholog_one2one	81.19
NUP62	ENSG00000213024	NUP62	ENSMUSG00000109511	Nup62	ortholog_one2one	80.0766
ATF5	ENSG00000169136	ATF5	ENSMUSG00000038539	Atf5	ortholog_one2one	87.9433
NR1H2	ENSG00000131408	NR1H2	ENSMUSG00000060601	Nr1h2	ortholog_one2one	86.5217
ETFB	ENSG00000105379	ETFB	ENSMUSG00000004610	Etfb	ortholog_one2one	92.1569
MBOAT7	ENSG00000125505	MBOAT7	ENSMUSG00000035596	Mboat7	ortholog_one2one	93.6441
ZNF586	ENSG00000083828	ZNF586	ENSMUSG00000053211	Zfy1	ortholog_many2many	24.1294
ZNF586	ENSG00000083828	ZNF586	ENSMUSG00000000103	Zfy2	ortholog_many2many	24.1294
ZNF274	ENSG00000171606	ZNF274	ENSMUSG00000058638	Zfp110	ortholog_one2many	58.193
ZNF274	ENSG00000171606	ZNF274	ENSMUSG00000021514	Zfp369	ortholog_one2many	56.8147
RPS5	ENSG00000083845	RPS5	ENSMUSG00000012848	Rps5	ortholog_one2one	99.0196
TRIB3	ENSG00000101255	TRIB3	ENSMUSG00000032715	Trib3	ortholog_one2one	73.1844
PSMF1	ENSG00000125818	PSMF1	ENSMUSG00000032869	Psmf1	ortholog_one2one	83.0258
FASTKD5	ENSG00000215251	FASTKD5	ENSMUSG00000079043	Fastkd5	ortholog_one2one	74.4764
CDC25B	ENSG00000101224	CDC25B	ENSMUSG00000027330	Cdc25b	ortholog_one2one	81.0345
PCNA	ENSG00000132646	PCNA	ENSMUSG00000027342	Pcna	ortholog_one2one	96.9349
SNAP25	ENSG00000132639	SNAP25	ENSMUSG00000027273	Snap25	ortholog_one2one	100.0
SPAG4	ENSG00000061656	SPAG4	ENSMUSG00000038180	Spag4	ortholog_one2one	82.151
SCAND1	ENSG00000171222	SCAND1	ENSMUSG00000046229	Scand1	ortholog_one2one	57.5419
MYL9	ENSG00000101335	MYL9	ENSMUSG00000067818	Myl9	ortholog_one2one	98.8372
SRC	ENSG00000197122	SRC	ENSMUSG00000027646	Src	ortholog_one2one	98.694
BLCAP	ENSG00000166619	BLCAP	ENSMUSG00000067787	Blcap	ortholog_one2one	100.0
MYBL2	ENSG00000101057	MYBL2	ENSMUSG00000017861	Mybl2	ortholog_one2one	85.2857
TOMM34	ENSG00000025772	TOMM34	ENSMUSG00000018322	Tomm34	ortholog_one2one	87.055
UBE2C	ENSG00000175063	UBE2C	ENSMUSG00000001403	Ube2c	ortholog_one2one	95.5307
CD40	ENSG00000101017	CD40	ENSMUSG00000017652	Cd40	ortholog_one2one	62.0939
NCOA3	ENSG00000124151	NCOA3	ENSMUSG00000027678	Ncoa3	ortholog_one2one	62.3596
PTPN1	ENSG00000196396	PTPN1	ENSMUSG00000027540	Ptpn1	ortholog_one2one	82.5287
AURKA	ENSG00000087586	AURKA	ENSMUSG00000027496	Aurka	ortholog_one2one	82.134
RAE1	ENSG00000101146	RAE1	ENSMUSG00000027509	Rae1	ortholog_one2one	98.6413
VAPB	ENSG00000124164	VAPB	ENSMUSG00000054455	Vapb	ortholog_one2one	90.1235
NPEPL1	ENSG00000215440	NPEPL1	ENSMUSG00000039263	Npepl1	ortholog_one2one	94.8375
GNAS	ENSG00000087460	GNAS	ENSMUSG00000027523	Gnas	ortholog_one2one	93.401
TCFL5	ENSG00000101190	TCFL5	ENSMUSG00000038932	Tcfl5	ortholog_one2one	85.2
YTHDF1	ENSG00000149658	YTHDF1	ENSMUSG00000038848	Ythdf1	ortholog_one2one	93.9177
TPD52L2	ENSG00000101150	TPD52L2	ENSMUSG00000000827	Tpd52l2	ortholog_one2one	81.5534
TCEA2	ENSG00000171703	TCEA2	ENSMUSG00000059540	Tcea2	ortholog_one2one	88.2943
NRIP1	ENSG00000180530	NRIP1	ENSMUSG00000048490	Nrip1	ortholog_one2one	84.6287
APP	ENSG00000142192	APP	ENSMUSG00000022892	App	ortholog_one2one	94.8052
TIAM1	ENSG00000156299	TIAM1	ENSMUSG00000002489	Tiam1	ortholog_one2one	95.4745
IFNAR1	ENSG00000142166	IFNAR1	ENSMUSG00000022967	Ifnar1	ortholog_one2one	48.833
CBR1	ENSG00000159228	CBR1	ENSMUSG00000051483	Cbr1	ortholog_one2many	87.7256
CBR1	ENSG00000159228	CBR1	ENSMUSG00000082815	Cbr1b	ortholog_one2many	83.7545
CBR3	ENSG00000159231	CBR3	ENSMUSG00000022947	Cbr3	ortholog_one2one	85.1986
PSMG1	ENSG00000183527	PSMG1	ENSMUSG00000022913	Psmg1	ortholog_one2one	85.0694
WRB	ENSG00000182093	GET1	ENSMUSG00000023147	Get1	ortholog_one2one	93.1034
BACE2	ENSG00000182240	BACE2	ENSMUSG00000040605	Bace2	ortholog_one2one	88.61
C2CD2	ENSG00000157617	C2CD2	ENSMUSG00000045975	C2cd2	ortholog_one2one	72.2701
RRP1B	ENSG00000160208	RRP1B	ENSMUSG00000058392	Rrp1b	ortholog_one2one	60.9499
PFKL	ENSG00000141959	PFKL	ENSMUSG00000020277	Pfkl	ortholog_one2one	94.1026
BID	ENSG00000015475	BID	ENSMUSG00000004446	Bid	ortholog_one2one	64.1026
CDC45	ENSG00000093009	CDC45	ENSMUSG00000000028	Cdc45	ortholog_one2one	91.6961
CRKL	ENSG00000099942	CRKL	ENSMUSG00000006134	Crkl	ortholog_one2one	96.6997
MIF	ENSG00000240972	MIF	ENSMUSG00000033307	Mif	ortholog_one2one	86.087
CHEK2	ENSG00000183765	CHEK2	ENSMUSG00000029521	Chek2	ortholog_one2one	83.2412
XBP1	ENSG00000100219	XBP1	ENSMUSG00000020484	Xbp1	ortholog_one2one	76.0638
NIPSNAP1	ENSG00000184117	NIPSNAP1	ENSMUSG00000034285	Nipsnap1	ortholog_one2one	94.3662
FBXO7	ENSG00000100225	FBXO7	ENSMUSG00000001786	Fbxo7	ortholog_one2one	73.1801
HMOX1	ENSG00000100292	HMOX1	ENSMUSG00000005413	Hmox1	ortholog_one2one	81.9444
RAC2	ENSG00000128340	RAC2	ENSMUSG00000033220	Rac2	ortholog_one2one	98.9583
MICALL1	ENSG00000100139	MICALL1	ENSMUSG00000033039	Micall1	ortholog_one2one	78.2155
CSNK1E	ENSG00000213923	CSNK1E	ENSMUSG00000022433	Csnk1e	ortholog_one2one	98.7981
CERK	ENSG00000100422	CERK	ENSMUSG00000035891	Cerk	ortholog_one2one	83.4264
CRELD2	ENSG00000184164	CRELD2	ENSMUSG00000023272	Creld2	ortholog_one2one	74.7875
PRKX	ENSG00000183943	PRKX	ENSMUSG00000035725	Prkx	ortholog_one2one	77.095
ACOT9	ENSG00000123130	ACOT9	ENSMUSG00000047565	Acot10	ortholog_one2many	79.4643
ACOT9	ENSG00000123130	ACOT9	ENSMUSG00000025287	Acot9	ortholog_one2many	81.25
DYNLT3	ENSG00000165169	DYNLT3	ENSMUSG00000031176	Dynlt3	ortholog_one2one	89.6552
CASK	ENSG00000147044	CASK	ENSMUSG00000031012	Cask	ortholog_one2one	99.2441
EBP	ENSG00000147155	EBP	ENSMUSG00000031168	Ebp	ortholog_one2one	77.8261
SUV39H1	ENSG00000101945	SUV39H1	ENSMUSG00000039231	Suv39h1	ortholog_one2one	95.3884
HDAC6	ENSG00000094631	HDAC6	ENSMUSG00000031161	Hdac6	ortholog_one2one	73.8272
TIMM17B	ENSG00000126768	TIMM17B	ENSMUSG00000031158	Timm17b	ortholog_one2one	95.9302
PRAF2	ENSG00000243279	PRAF2	ENSMUSG00000031149	Praf2	ortholog_one2one	91.0112
PLP2	ENSG00000102007	PLP2	ENSMUSG00000057762	Plp2rt	ortholog_one2many	79.6053
PLP2	ENSG00000102007	PLP2	ENSMUSG00000031146	Plp2	ortholog_one2many	79.6053
SMC1A	ENSG00000072501	SMC1A	ENSMUSG00000041133	Smc1a	ortholog_one2one	99.2701
HSD17B10	ENSG00000072506	HSD17B10	ENSMUSG00000025260	Hsd17b10	ortholog_one2one	87.7395
UBQLN2	ENSG00000188021	UBQLN2	ENSMUSG00000050148	Ubqln2	ortholog_one2one	89.2628
FOXO4	ENSG00000184481	FOXO4	ENSMUSG00000042903	Foxo4	ortholog_one2one	88.3168
PHKA1	ENSG00000067177	PHKA1	ENSMUSG00000034055	Phka1	ortholog_one2one	94.8487
TSPAN6	ENSG00000000003	TSPAN6	ENSMUSG00000067377	Tspan6	ortholog_one2one	93.0612
BTK	ENSG00000010671	BTK	ENSMUSG00000031264	Btk	ortholog_one2one	98.3308
TSC22D3	ENSG00000157514	TSC22D3	ENSMUSG00000031431	Tsc22d3	ortholog_one2one	86.5
PSMD10	ENSG00000101843	PSMD10	ENSMUSG00000031429	Psmd10	ortholog_one2one	93.8053
IL13RA1	ENSG00000131724	IL13RA1	ENSMUSG00000017057	Il13ra1	ortholog_one2one	74.7073
PGRMC1	ENSG00000101856	PGRMC1	ENSMUSG00000006373	Pgrmc1	ortholog_one2one	95.3846
UBE2A	ENSG00000077721	UBE2A	ENSMUSG00000016308	Ube2a	ortholog_one2one	100.0
UTP14A	ENSG00000156697	UTP14A	ENSMUSG00000079470	Utp14b	ortholog_many2many	68.4825
UTP14A	ENSG00000156697	UTP14A	ENSMUSG00000063785	Utp14a	ortholog_many2many	77.1725
SLC25A14	ENSG00000102078	SLC25A14	ENSMUSG00000031105	Slc25a14	ortholog_one2one	87.0769
HPRT1	ENSG00000165704	HPRT1	ENSMUSG00000025630	Hprt1	ortholog_one2one	96.789
HTATSF1	ENSG00000102241	HTATSF1	ENSMUSG00000067873	Htatsf1	ortholog_one2one	75.894
MAMLD1	ENSG00000013619	MAMLD1	ENSMUSG00000059401	Mamld1	ortholog_one2one	61.6279
NSDHL	ENSG00000147383	NSDHL	ENSMUSG00000031349	Nsdhl	ortholog_one2one	83.1099
LAGE3	ENSG00000196976	LAGE3	ENSMUSG00000015289	Lage3	ortholog_one2one	51.049
