paper_dimension	human_symbol	human_ensembl_gene	mouse_ensembl_gene	mouse_symbol	orthology_type	mouse_perc_id	selection_role
687	ARNT2	ENSG00000172379	ENSMUSG00000015709	Arnt2	ortholog_one2one	97.0711	best_ensembl_ortholog
688	HOMER2	ENSG00000103942	ENSMUSG00000025813	Homer2	ortholog_one2one	94.4606	best_ensembl_ortholog
689	HDGFRP3	ENSG00000166503	ENSMUSG00000025104	Hdgfl3	ortholog_one2one	96.5517	best_ensembl_ortholog
690	PEX11A	ENSG00000166821	ENSMUSG00000030545	Pex11a	ortholog_one2one	77.7328	best_ensembl_ortholog
691	NGRN	ENSG00000182768	ENSMUSG00000047084	Ngrn	ortholog_one2one	71.8213	best_ensembl_ortholog
692	IQGAP1	ENSG00000140575	ENSMUSG00000030536	Iqgap1	ortholog_one2one	95.9566	best_ensembl_ortholog
693	IGF1R	ENSG00000140443	ENSMUSG00000005533	Igf1r	ortholog_one2one	96.1229	best_ensembl_ortholog
694	AXIN1	ENSG00000103126	ENSMUSG00000024182	Axin1	ortholog_one2one	87.355	best_ensembl_ortholog
695	STUB1	ENSG00000103266	ENSMUSG00000039615	Stub1	ortholog_one2one	97.6898	best_ensembl_ortholog
696	METRN	ENSG00000103260	ENSMUSG00000002274	Metrn	ortholog_one2one	80.2048	best_ensembl_ortholog
697	NARFL	ENSG00000103245	ENSMUSG00000002280	Ciao3	ortholog_one2one	87.605	best_ensembl_ortholog
698	HN1L	ENSG00000206053	ENSMUSG00000024165	Jpt2	ortholog_one2many	79.4737	best_ensembl_ortholog
699	SYNGR3	ENSG00000127561	ENSMUSG00000007021	Syngr3	ortholog_one2one	93.8865	best_ensembl_ortholog
700	RNPS1	ENSG00000205937	ENSMUSG00000034681	Rnps1	ortholog_one2one	100.0	best_ensembl_ortholog
701	CCNF	ENSG00000162063	ENSMUSG00000072082	Ccnf	ortholog_one2one	83.4606	best_ensembl_ortholog
702	AMDHD2	ENSG00000162066	ENSMUSG00000036820	Amdhd2	ortholog_one2one	90.709	best_ensembl_ortholog
703	KCTD5	ENSG00000167977	ENSMUSG00000016946	Kctd5	ortholog_one2one	95.2991	best_ensembl_ortholog
704	TRAP1	ENSG00000126602	ENSMUSG00000005981	Trap1	ortholog_one2one	88.2102	best_ensembl_ortholog
705	DNAJA3	ENSG00000103423	ENSMUSG00000004069	Dnaja3	ortholog_one2one	82.9167	best_ensembl_ortholog
706	PMM2	ENSG00000140650	ENSMUSG00000022711	Pmm2	ortholog_one2one	89.8374	best_ensembl_ortholog
707	USP7	ENSG00000187555	ENSMUSG00000022710	Usp7	ortholog_one2one	99.1833	best_ensembl_ortholog
708	CCP110	ENSG00000103540	ENSMUSG00000033904	Ccp110	ortholog_one2one	70.4339	best_ensembl_ortholog
709	LYRM1	ENSG00000102897	ENSMUSG00000030922	Lyrm1	ortholog_one2one	87.7049	best_ensembl_ortholog
710	COG7	ENSG00000168434	ENSMUSG00000034951	Cog7	ortholog_one2one	92.4675	best_ensembl_ortholog
711	PLK1	ENSG00000166851	ENSMUSG00000030867	Plk1	ortholog_one2one	94.5274	best_ensembl_ortholog
712	IL4R	ENSG00000077238	ENSMUSG00000030748	Il4ra	ortholog_one2one	52.2424	best_ensembl_ortholog
713	MVP	ENSG00000013364	ENSMUSG00000030681	Mvp	ortholog_one2one	88.1299	best_ensembl_ortholog
714	ALDOA	ENSG00000149925	ENSMUSG00000030695	Aldoa	ortholog_one2many	85.1675	best_ensembl_ortholog
715	CORO1A	ENSG00000102879	ENSMUSG00000030707	Coro1a	ortholog_one2one	94.577	best_ensembl_ortholog
716	PHKG2	ENSG00000156873	ENSMUSG00000030815	Phkg2	ortholog_one2one	93.5961	best_ensembl_ortholog
717	STX4	ENSG00000103496	ENSMUSG00000030805	Stx4a	ortholog_one2one	90.2357	best_ensembl_ortholog
718	ITFG1	ENSG00000129636	ENSMUSG00000031703	Itfg1	ortholog_one2one	89.2157	best_ensembl_ortholog
719	PHKB	ENSG00000102893	ENSMUSG00000036879	Phkb	ortholog_one2one	90.6679	best_ensembl_ortholog
720	MMP2	ENSG00000087245	ENSMUSG00000031740	Mmp2	ortholog_one2one	95.9091	best_ensembl_ortholog
721	NUP93	ENSG00000102900	ENSMUSG00000032939	Nup93	ortholog_one2one	97.6801	best_ensembl_ortholog
722	HERPUD1	ENSG00000051108	ENSMUSG00000031770	Herpud1	ortholog_one2one	88.7468	best_ensembl_ortholog
723	CIAPIN1	ENSG00000005194	ENSMUSG00000031781	Ciapin1	ortholog_one2one	81.0897	best_ensembl_ortholog
724	ADGRG1	ENSG00000205336	ENSMUSG00000031785	Adgrg1	ortholog_one2one	79.0393	best_ensembl_ortholog
725	CSNK2A2	ENSG00000070770	ENSMUSG00000046707	Csnk2a2	ortholog_one2one	98.8571	best_ensembl_ortholog
726	NOL3	ENSG00000140939	ENSMUSG00000014776	Nol3	ortholog_one2one	82.2115	best_ensembl_ortholog
727	ACD	ENSG00000102977	ENSMUSG00000038000	Acd	ortholog_one2one	59.1703	best_ensembl_ortholog
728	THAP11	ENSG00000168286	ENSMUSG00000036442	Thap11	ortholog_one2one	92.3567	best_ensembl_ortholog
729	PSMB10	ENSG00000205220	ENSMUSG00000031897	Psmb10	ortholog_one2one	88.2784	best_ensembl_ortholog
730	NFATC3	ENSG00000072736	ENSMUSG00000031902	Nfatc3	ortholog_one2one	89.1163	best_ensembl_ortholog
731	PLA2G15	ENSG00000103066	ENSMUSG00000031903	Pla2g15	ortholog_one2one	88.3495	best_ensembl_ortholog
732	CDH3	ENSG00000062038	ENSMUSG00000061048	Cdh3	ortholog_one2one	82.1472	best_ensembl_ortholog
733	AARS	ENSG00000090861	ENSMUSG00000031960	Aars1	ortholog_one2one	95.5579	best_ensembl_ortholog
734	COG4	ENSG00000103051	ENSMUSG00000031753	Cog4	ortholog_one2one	93.9164	best_ensembl_ortholog
735	TXNL4B	ENSG00000140830	ENSMUSG00000031723	Txnl4b	ortholog_one2one	97.3154	best_ensembl_ortholog
736	ADAT1	ENSG00000065457	ENSMUSG00000031949	Adat1	ortholog_one2one	77.6892	best_ensembl_ortholog
737	TERF2IP	ENSG00000166848	ENSMUSG00000033430	Terf2ip	ortholog_one2one	84.9624	best_ensembl_ortholog
738	ATMIN	ENSG00000166454	ENSMUSG00000047388	Atmin	ortholog_one2one	79.2224	best_ensembl_ortholog
739	MBTPS1	ENSG00000140943	ENSMUSG00000031835	Mbtps1	ortholog_one2one	95.8175	best_ensembl_ortholog
740	FAM57A	ENSG00000167695	ENSMUSG00000069808	Tlcd3a	ortholog_one2one	73.1517	best_ensembl_ortholog
741	GLOD4	ENSG00000167699	ENSMUSG00000017286	Glod4	case_insensitive_symbol_fallback		exact_symbol_fallback
742	TIMM22	ENSG00000177370	ENSMUSG00000020843	Timm22	ortholog_one2one	95.3608	best_ensembl_ortholog
743	CRK	ENSG00000167193	ENSMUSG00000017776	Crk	ortholog_one2one	99.6711	best_ensembl_ortholog
744	RPA1	ENSG00000132383	ENSMUSG00000000751	Rpa1	ortholog_one2one	85.5519	best_ensembl_ortholog
745	PAFAH1B1	ENSG00000007168	ENSMUSG00000020745	Pafah1b1	ortholog_one2one	99.7561	best_ensembl_ortholog
746	ITGAE	ENSG00000083457	ENSMUSG00000005947	Itgae	ortholog_one2one	69.4657	best_ensembl_ortholog
747	RNF167	ENSG00000108523	ENSMUSG00000040746	Rnf167	ortholog_one2one	92.0	best_ensembl_ortholog
748	SPAG7	ENSG00000091640	ENSMUSG00000018287	Spag7	ortholog_one2one	96.9163	best_ensembl_ortholog
749	NUP88	ENSG00000108559	ENSMUSG00000040667	Nup88	ortholog_one2one	89.6086	best_ensembl_ortholog
750	KIAA0753	ENSG00000198920	ENSMUSG00000020807	4933427D14Rik	ortholog_one2one	75.4912	best_ensembl_ortholog
751	PLSCR3	ENSG00000187838	ENSMUSG00000019461	Plscr3	ortholog_one2one	93.2203	best_ensembl_ortholog
752	TP53	ENSG00000141510	ENSMUSG00000059552	Trp53	ortholog_one2one	77.3537	best_ensembl_ortholog
753	AURKB	ENSG00000178999	ENSMUSG00000020897	Aurkb	ortholog_one2one	84.3023	best_ensembl_ortholog
754	ELAC2	ENSG00000006744	ENSMUSG00000020549	Elac2	ortholog_one2one	82.5666	best_ensembl_ortholog
755	EPN2	ENSG00000072134	ENSMUSG00000001036	Epn2	ortholog_one2one	79.8752	best_ensembl_ortholog
756	USP22	ENSG00000124422	ENSMUSG00000042506	Usp22	ortholog_one2one	97.9048	best_ensembl_ortholog
757	TMEM97	ENSG00000109084	ENSMUSG00000037278	Tmem97	ortholog_one2one	82.3864	best_ensembl_ortholog
758	ALDOC	ENSG00000109107	ENSMUSG00000017390	Aldoc	ortholog_one2one	97.5275	best_ensembl_ortholog
759	KIAA0100	ENSG00000007202	ENSMUSG00000010277	Bltp2	ortholog_one2one	94.4966	best_ensembl_ortholog
760	BLMH	ENSG00000108578	ENSMUSG00000020840	Blmh	ortholog_one2one	93.1868	best_ensembl_ortholog
761	SUZ12	ENSG00000178691	ENSMUSG00000017548	Suz12	ortholog_one2one	97.1583	best_ensembl_ortholog
762	CDK5R1	ENSG00000176749	ENSMUSG00000048895	Cdk5r1	ortholog_one2one	98.3713	best_ensembl_ortholog
763	CCL2	ENSG00000108691	ENSMUSG00000035385	Ccl2	ortholog_one2one	52.5253	best_ensembl_ortholog
764	ERBB2	ENSG00000141736	ENSMUSG00000062312	Erbb2	ortholog_one2one	87.6494	best_ensembl_ortholog
765	GRB7	ENSG00000141738	ENSMUSG00000019312	Grb7	ortholog_one2one	90.6015	best_ensembl_ortholog
766	CASC3	ENSG00000108349	ENSMUSG00000078676	Casc3	ortholog_one2one	89.7582	best_ensembl_ortholog
767	WIPF2	ENSG00000171475	ENSMUSG00000038013	Wipf2	ortholog_one2one	93.8636	best_ensembl_ortholog
768	TOP2A	ENSG00000131747	ENSMUSG00000020914	Top2a	ortholog_one2one	89.484	best_ensembl_ortholog
769	ACLY	ENSG00000131473	ENSMUSG00000020917	Acly	ortholog_one2one	97.1844	best_ensembl_ortholog
770	STAT5B	ENSG00000173757	ENSMUSG00000020919	Stat5b	ortholog_one2one	96.5693	best_ensembl_ortholog
771	STAT3	ENSG00000168610	ENSMUSG00000004040	Stat3	ortholog_one2one	97.5325	best_ensembl_ortholog
772	COASY	ENSG00000068120	ENSMUSG00000001755	Coasy	ortholog_one2one	86.5248	best_ensembl_ortholog
773	BECN1	ENSG00000126581	ENSMUSG00000035086	Becn1	ortholog_one2one	98.0	best_ensembl_ortholog
774	VAT1	ENSG00000108828	ENSMUSG00000034993	Vat1	ortholog_one2one	89.8219	best_ensembl_ortholog
775	BRCA1	ENSG00000012048	ENSMUSG00000017146	Brca1	ortholog_one2one	56.0923	best_ensembl_ortholog
776	DUSP3	ENSG00000108861	ENSMUSG00000003518	Dusp3	case_insensitive_symbol_fallback		exact_symbol_fallback
777	GRN	ENSG00000030582	ENSMUSG00000034708	Grn	ortholog_one2one	74.8735	best_ensembl_ortholog
778	GPATCH8	ENSG00000186566	ENSMUSG00000034621	Gpatch8	ortholog_one2one	90.3462	best_ensembl_ortholog
779	NMT1	ENSG00000136448	ENSMUSG00000020936	Nmt1	ortholog_one2one	97.379	best_ensembl_ortholog
780	PLEKHM1	ENSG00000225190	ENSMUSG00000034247	Plekhm1	ortholog_one2one	82.2917	best_ensembl_ortholog
781	PRR15L	ENSG00000167183	ENSMUSG00000047040	Prr15l	ortholog_one2one	84.466	best_ensembl_ortholog
782	SNX11	ENSG00000002919	ENSMUSG00000020876	Snx11	ortholog_one2one	84.4444	best_ensembl_ortholog
783	SLC35B1	ENSG00000121073	ENSMUSG00000020873	Slc35b1	ortholog_one2one	95.6522	best_ensembl_ortholog
784	COL1A1	ENSG00000108821	ENSMUSG00000001506	Col1a1	ortholog_one2one	91.735	best_ensembl_ortholog
785	RAD51C	ENSG00000108384	ENSMUSG00000007646	Rad51c	ortholog_one2one	83.7766	best_ensembl_ortholog
786	CLTC	ENSG00000141367	ENSMUSG00000047126	Cltc	ortholog_one2one	99.8806	best_ensembl_ortholog
787	APPBP2	ENSG00000062725	ENSMUSG00000018481	Appbp2	ortholog_one2one	99.1453	best_ensembl_ortholog
788	TBX2	ENSG00000121068	ENSMUSG00000000093	Tbx2	ortholog_one2one	94.9438	best_ensembl_ortholog
789	TLK2	ENSG00000146872	ENSMUSG00000020694	Tlk2	ortholog_one2one	99.3333	best_ensembl_ortholog
790	CYB561	ENSG00000008283	ENSMUSG00000019590	Cyb561	ortholog_one2one	88.0478	best_ensembl_ortholog
791	DDX42	ENSG00000198231	ENSMUSG00000020705	Ddx42	ortholog_one2one	95.5224	best_ensembl_ortholog
792	SMARCD2	ENSG00000108604	ENSMUSG00000078619	Smarcd2	ortholog_one2one	98.1168	best_ensembl_ortholog
793	POLG2	ENSG00000256525	ENSMUSG00000020718	Polg2	ortholog_one2one	72.7835	best_ensembl_ortholog
794	NUP85	ENSG00000125450	ENSMUSG00000020739	Nup85	ortholog_one2one	91.6159	best_ensembl_ortholog
795	ST6GALNAC2	ENSG00000070731	ENSMUSG00000057286	St6galnac2	ortholog_one2one	74.8663	best_ensembl_ortholog
796	JMJD6	ENSG00000070495	ENSMUSG00000056962	Jmjd6	ortholog_one2one	97.7667	best_ensembl_ortholog
797	BIRC5	ENSG00000089685	ENSMUSG00000017716	Birc5	ortholog_one2one	82.3944	best_ensembl_ortholog
798	CYTH1	ENSG00000108669	ENSMUSG00000017132	Cyth1	ortholog_one2one	97.99	best_ensembl_ortholog
799	TIMP2	ENSG00000035862	ENSMUSG00000017466	Timp2	ortholog_one2one	98.1818	best_ensembl_ortholog
800	CANT1	ENSG00000171302	ENSMUSG00000025575	Cant1	ortholog_one2one	87.5312	best_ensembl_ortholog
801	GAA	ENSG00000171298	ENSMUSG00000025579	Gaa	ortholog_one2one	80.3571	best_ensembl_ortholog
802	CHMP6	ENSG00000176108	ENSMUSG00000025371	Chmp6	ortholog_one2one	92.5373	best_ensembl_ortholog
803	MRPL12	ENSG00000262814	ENSMUSG00000039640	Mrpl12	ortholog_one2one	85.3535	best_ensembl_ortholog
804	PYCR1	ENSG00000183010	ENSMUSG00000025140	Pycr1	ortholog_one2one	88.4013	best_ensembl_ortholog
805	RFNG	ENSG00000169733	ENSMUSG00000025158	Rfng	ortholog_one2one	80.9668	best_ensembl_ortholog
806	USP14	ENSG00000101557	ENSMUSG00000047879	Usp14	ortholog_one2one	96.5587	best_ensembl_ortholog
807	RAB31	ENSG00000168461	ENSMUSG00000056515	Rab31	ortholog_one2one	94.359	best_ensembl_ortholog
808	TUBB6	ENSG00000176014	ENSMUSG00000001473	Tubb6	ortholog_one2one	97.3094	best_ensembl_ortholog
809	RNMT	ENSG00000101654	ENSMUSG00000009535	Rnmt	ortholog_one2one	75.0	best_ensembl_ortholog
810	NPC1	ENSG00000141458	ENSMUSG00000024413	Npc1	ortholog_one2one	86.385	best_ensembl_ortholog
811	LAMA3	ENSG00000053747	ENSMUSG00000024421	Lama3	ortholog_one2one	77.7978	best_ensembl_ortholog
812	DSG2	ENSG00000046604	ENSMUSG00000044393	Dsg2	ortholog_one2one	76.8336	best_ensembl_ortholog
813	PIK3C3	ENSG00000078142	ENSMUSG00000033628	Pik3c3	ortholog_one2one	97.9707	best_ensembl_ortholog
814	ME2	ENSG00000082212	ENSMUSG00000024556	Me2	ortholog_one2one	89.0411	best_ensembl_ortholog
815	WDR7	ENSG00000091157	ENSMUSG00000040560	Wdr7	ortholog_one2one	93.1544	best_ensembl_ortholog
816	MALT1	ENSG00000172175	ENSMUSG00000032688	Malt1	ortholog_one2one	86.6505	best_ensembl_ortholog
817	PMAIP1	ENSG00000141682	ENSMUSG00000024521	Pmaip1	ortholog_one2one	64.8148	best_ensembl_ortholog
818	BCL2	ENSG00000171791	ENSMUSG00000057329	Bcl2	ortholog_one2one	90.3766	best_ensembl_ortholog
819	CNDP2	ENSG00000133313	ENSMUSG00000024644	Cndp2	ortholog_one2one	91.1579	best_ensembl_ortholog
820	CIRBP	ENSG00000099622	ENSMUSG00000045193	Cirbp	ortholog_one2one	54.2088	best_ensembl_ortholog
821	PLEKHJ1	ENSG00000104886	ENSMUSG00000035278	Plekhj1	ortholog_one2one	83.8926	best_ensembl_ortholog
822	GADD45B	ENSG00000099860	ENSMUSG00000015312	Gadd45b	ortholog_one2one	93.125	best_ensembl_ortholog
823	GNA11	ENSG00000088256	ENSMUSG00000034781	Gna11	ortholog_one2one	98.0501	best_ensembl_ortholog
824	GNA15	ENSG00000060558	ENSMUSG00000034792	Gna15	ortholog_one2one	84.7594	best_ensembl_ortholog
825	HMG20B	ENSG00000064961	ENSMUSG00000020232	Hmg20b	ortholog_one2one	93.6908	best_ensembl_ortholog
826	TBXA2R	ENSG00000006638	ENSMUSG00000034881	Tbxa2r	ortholog_one2one	74.6356	best_ensembl_ortholog
827	FSD1	ENSG00000105255	ENSMUSG00000011589	Fsd1	ortholog_one2one	93.1452	best_ensembl_ortholog
828	STAP2	ENSG00000178078	ENSMUSG00000038781	Stap2	ortholog_one2one	70.4715	best_ensembl_ortholog
829	TICAM1	ENSG00000127666	ENSMUSG00000047123	Ticam1	ortholog_one2one	55.8989	best_ensembl_ortholog
830	MCOLN1	ENSG00000090674	ENSMUSG00000004567	Mcoln1	ortholog_one2one	91.3793	best_ensembl_ortholog
831	STXBP2	ENSG00000076944	ENSMUSG00000004626	Stxbp2	ortholog_one2one	94.4351	best_ensembl_ortholog
832	ELAVL1	ENSG00000066044	ENSMUSG00000040028	Elavl1	ortholog_one2one	98.4663	best_ensembl_ortholog
833	CD320	ENSG00000167775	ENSMUSG00000002308	Cd320	ortholog_one2one	55.6738	best_ensembl_ortholog
834	FBXL12	ENSG00000127452	ENSMUSG00000066892	Fbxl12	ortholog_one2one	93.2515	best_ensembl_ortholog
835	PIN1	ENSG00000127445	ENSMUSG00000032171	Pin1	ortholog_one2many	95.092	best_ensembl_ortholog
836	DNMT1	ENSG00000130816	ENSMUSG00000004099	Dnmt1	ortholog_one2one	77.451	best_ensembl_ortholog
837	ICAM1	ENSG00000090339	ENSMUSG00000037405	Icam1	ortholog_one2one	53.1955	best_ensembl_ortholog
838	KEAP1	ENSG00000079999	ENSMUSG00000003308	Keap1	ortholog_one2one	94.0705	best_ensembl_ortholog
839	SMARCA4	ENSG00000127616	ENSMUSG00000032187	Smarca4	ortholog_one2one	97.2678	best_ensembl_ortholog
840	MAN2B1	ENSG00000104774	ENSMUSG00000005142	Man2b1	ortholog_one2one	75.5687	best_ensembl_ortholog
841	HOOK2	ENSG00000095066	ENSMUSG00000052566	Hook2	ortholog_one2one	81.5021	best_ensembl_ortholog
842	PRKACA	ENSG00000072062	ENSMUSG00000005469	Prkaca	ortholog_one2one	98.0057	best_ensembl_ortholog
843	ADGRE5	ENSG00000123146	ENSMUSG00000002885	Adgre5	ortholog_one2one	52.6946	best_ensembl_ortholog
844	DNAJB1	ENSG00000132002	ENSMUSG00000005483	Dnajb1	ortholog_one2one	95.5882	best_ensembl_ortholog
845	AKAP8	ENSG00000105127	ENSMUSG00000024045	Akap8	ortholog_one2one	79.4798	best_ensembl_ortholog
846	AKAP8L	ENSG00000011243	ENSMUSG00000002625	Akap8l	ortholog_one2one	92.1053	best_ensembl_ortholog
847	CHERP	ENSG00000085872	ENSMUSG00000052488	Cherp	ortholog_one2one	95.3057	best_ensembl_ortholog
848	NR2F6	ENSG00000160113	ENSMUSG00000002393	Nr2f6	ortholog_one2one	92.0792	best_ensembl_ortholog
849	FCHO1	ENSG00000130475	ENSMUSG00000070000	Fcho1	ortholog_one2one	85.6018	best_ensembl_ortholog
850	LPAR2	ENSG00000064547	ENSMUSG00000031861	Lpar2	ortholog_one2one	92.2414	best_ensembl_ortholog
851	POP4	ENSG00000105171	ENSMUSG00000030423	Pop4	ortholog_one2one	82.7273	best_ensembl_ortholog
852	CEBPA	ENSG00000245848	ENSMUSG00000034957	Cebpa	ortholog_one2one	94.4134	best_ensembl_ortholog
853	KIAA0355	ENSG00000166398	ENSMUSG00000066571	Garre1	ortholog_one2one	92.7103	best_ensembl_ortholog
854	LSR	ENSG00000105699	ENSMUSG00000001247	Lsr	ortholog_one2one	77.8702	best_ensembl_ortholog
855	POLR2I	ENSG00000105258	ENSMUSG00000019738	Polr2i	ortholog_one2one	100.0	best_ensembl_ortholog
856	ECH1	ENSG00000104823	ENSMUSG00000053898	Ech1	ortholog_one2one	74.0854	best_ensembl_ortholog
857	NFKBIB	ENSG00000104825	ENSMUSG00000030595	Nfkbib	ortholog_one2one	84.5506	best_ensembl_ortholog
858	PAK4	ENSG00000130669	ENSMUSG00000030602	Pak4	ortholog_one2one	93.0626	best_ensembl_ortholog
859	PAF1	ENSG00000006712	ENSMUSG00000003437	Paf1	ortholog_one2one	98.8701	best_ensembl_ortholog
860	ZFP36	ENSG00000128016	ENSMUSG00000044786	Zfp36	ortholog_one2one	84.0491	best_ensembl_ortholog
861	PAFAH1B3	ENSG00000079462	ENSMUSG00000005447	Pafah1b3	ortholog_one2one	96.1039	best_ensembl_ortholog
862	APOE	ENSG00000130203	ENSMUSG00000002985	Apoe	ortholog_one2one	70.6625	best_ensembl_ortholog
863	RELB	ENSG00000104856	ENSMUSG00000002983	Relb	ortholog_one2one	85.3195	best_ensembl_ortholog
864	TRAPPC6A	ENSG00000007255	ENSMUSG00000002043	Trappc6a	ortholog_one2one	83.0189	best_ensembl_ortholog
865	RTN2	ENSG00000125744	ENSMUSG00000030401	Rtn2	ortholog_one2one	64.9541	best_ensembl_ortholog
866	CALM3	ENSG00000160014	ENSMUSG00000019370	Calm3	ortholog_one2one	100.0	best_ensembl_ortholog
867	LIG1	ENSG00000105486	ENSMUSG00000056394	Lig1	ortholog_one2one	83.2427	best_ensembl_ortholog
868	GRWD1	ENSG00000105447	ENSMUSG00000053801	Grwd1	ortholog_one2one	91.2556	best_ensembl_ortholog
869	FUT1	ENSG00000174951	ENSMUSG00000008461	Fut1	ortholog_one2one	77.8082	best_ensembl_ortholog
870	BAX	ENSG00000087088	ENSMUSG00000003873	Bax	ortholog_one2one	92.1875	best_ensembl_ortholog
871	PIH1D1	ENSG00000104872	ENSMUSG00000003423	Pih1d1	ortholog_one2one	80.3448	best_ensembl_ortholog
872	NOSIP	ENSG00000142546	ENSMUSG00000003421	Nosip	ortholog_one2one	90.0332	best_ensembl_ortholog
873	PNKP	ENSG00000039650	ENSMUSG00000002963	Pnkp	ortholog_one2one	81.19	best_ensembl_ortholog
874	NUP62	ENSG00000213024	ENSMUSG00000109511	Nup62	ortholog_one2one	80.0766	best_ensembl_ortholog
875	ATF5	ENSG00000169136	ENSMUSG00000038539	Atf5	ortholog_one2one	87.9433	best_ensembl_ortholog
876	NR1H2	ENSG00000131408	ENSMUSG00000060601	Nr1h2	ortholog_one2one	86.5217	best_ensembl_ortholog
877	ETFB	ENSG00000105379	ENSMUSG00000004610	Etfb	ortholog_one2one	92.1569	best_ensembl_ortholog
878	MBOAT7	ENSG00000125505	ENSMUSG00000035596	Mboat7	ortholog_one2one	93.6441	best_ensembl_ortholog
879	ZNF586	ENSG00000083828	ENSMUSG00000000103	Zfy2	ortholog_many2many	24.1294	best_ensembl_ortholog
880	ZNF274	ENSG00000171606	ENSMUSG00000058638	Zfp110	ortholog_one2many	58.193	best_ensembl_ortholog
881	RPS5	ENSG00000083845	ENSMUSG00000012848	Rps5	ortholog_one2one	99.0196	best_ensembl_ortholog
882	TRIB3	ENSG00000101255	ENSMUSG00000032715	Trib3	ortholog_one2one	73.1844	best_ensembl_ortholog
883	PSMF1	ENSG00000125818	ENSMUSG00000032869	Psmf1	ortholog_one2one	83.0258	best_ensembl_ortholog
884	FASTKD5	ENSG00000215251	ENSMUSG00000079043	Fastkd5	ortholog_one2one	74.4764	best_ensembl_ortholog
885	CDC25B	ENSG00000101224	ENSMUSG00000027330	Cdc25b	ortholog_one2one	81.0345	best_ensembl_ortholog
886	PCNA	ENSG00000132646	ENSMUSG00000027342	Pcna	ortholog_one2one	96.9349	best_ensembl_ortholog
887	SNAP25	ENSG00000132639	ENSMUSG00000027273	Snap25	ortholog_one2one	100.0	best_ensembl_ortholog
888	SPAG4	ENSG00000061656	ENSMUSG00000038180	Spag4	ortholog_one2one	82.151	best_ensembl_ortholog
889	SCAND1	ENSG00000171222	ENSMUSG00000046229	Scand1	ortholog_one2one	57.5419	best_ensembl_ortholog
890	MYL9	ENSG00000101335	ENSMUSG00000067818	Myl9	ortholog_one2one	98.8372	best_ensembl_ortholog
891	SRC	ENSG00000197122	ENSMUSG00000027646	Src	ortholog_one2one	98.694	best_ensembl_ortholog
892	BLCAP	ENSG00000166619	ENSMUSG00000067787	Blcap	ortholog_one2one	100.0	best_ensembl_ortholog
893	MYBL2	ENSG00000101057	ENSMUSG00000017861	Mybl2	ortholog_one2one	85.2857	best_ensembl_ortholog
894	PKIG	ENSG00000168734	ENSMUSG00000035268	Pkig	case_insensitive_symbol_fallback		exact_symbol_fallback
895	TOMM34	ENSG00000025772	ENSMUSG00000018322	Tomm34	ortholog_one2one	87.055	best_ensembl_ortholog
896	UBE2C	ENSG00000175063	ENSMUSG00000001403	Ube2c	ortholog_one2one	95.5307	best_ensembl_ortholog
897	CD40	ENSG00000101017	ENSMUSG00000017652	Cd40	ortholog_one2one	62.0939	best_ensembl_ortholog
898	NCOA3	ENSG00000124151	ENSMUSG00000027678	Ncoa3	ortholog_one2one	62.3596	best_ensembl_ortholog
899	PTPN1	ENSG00000196396	ENSMUSG00000027540	Ptpn1	ortholog_one2one	82.5287	best_ensembl_ortholog
900	AURKA	ENSG00000087586	ENSMUSG00000027496	Aurka	ortholog_one2one	82.134	best_ensembl_ortholog
901	RAE1	ENSG00000101146	ENSMUSG00000027509	Rae1	ortholog_one2one	98.6413	best_ensembl_ortholog
902	VAPB	ENSG00000124164	ENSMUSG00000054455	Vapb	ortholog_one2one	90.1235	best_ensembl_ortholog
903	NPEPL1	ENSG00000215440	ENSMUSG00000039263	Npepl1	ortholog_one2one	94.8375	best_ensembl_ortholog
904	GNAS	ENSG00000087460	ENSMUSG00000027523	Gnas	ortholog_one2one	93.401	best_ensembl_ortholog
905	TCFL5	ENSG00000101190	ENSMUSG00000038932	Tcfl5	ortholog_one2one	85.2	best_ensembl_ortholog
906	YTHDF1	ENSG00000149658	ENSMUSG00000038848	Ythdf1	ortholog_one2one	93.9177	best_ensembl_ortholog
907	TPD52L2	ENSG00000101150	ENSMUSG00000000827	Tpd52l2	ortholog_one2one	81.5534	best_ensembl_ortholog
908	TCEA2	ENSG00000171703	ENSMUSG00000059540	Tcea2	ortholog_one2one	88.2943	best_ensembl_ortholog
909	NRIP1	ENSG00000180530	ENSMUSG00000048490	Nrip1	ortholog_one2one	84.6287	best_ensembl_ortholog
910	APP	ENSG00000142192	ENSMUSG00000022892	App	ortholog_one2one	94.8052	best_ensembl_ortholog
911	TIAM1	ENSG00000156299	ENSMUSG00000002489	Tiam1	ortholog_one2one	95.4745	best_ensembl_ortholog
912	IFNAR1	ENSG00000142166	ENSMUSG00000022967	Ifnar1	ortholog_one2one	48.833	best_ensembl_ortholog
913	CBR1	ENSG00000159228	ENSMUSG00000051483	Cbr1	ortholog_one2many	87.7256	best_ensembl_ortholog
914	CBR3	ENSG00000159231	ENSMUSG00000022947	Cbr3	ortholog_one2one	85.1986	best_ensembl_ortholog
915	PSMG1	ENSG00000183527	ENSMUSG00000022913	Psmg1	ortholog_one2one	85.0694	best_ensembl_ortholog
916	WRB	ENSG00000182093	ENSMUSG00000023147	Get1	ortholog_one2one	93.1034	best_ensembl_ortholog
