model	term	observed_direction	gene_level_support_strength	fdr_gene_direction_call	median_hvg_direction_vs_pathway	n_pathway_genes_total	n_pathway_genes_measured_hvg	n_any_fdr05	n_nominal_p05	fraction_any_fdr05	fraction_nominal_p05	n_sig_genes_same_direction_as_pathway	n_sig_genes_opposite_direction_to_pathway	median_pooled_log2cpm_flt_minus_gc	top_gene_examples	review_rationale
skin_hvg	R-MMU-156590_GLUTATHIONE_CONJUGATION	FLT_down	weak	mostly_same_direction	same	37	17	1	8	0.0588235294117647	0.4705882352941176	1	0	-0.1214930821801711	Ggct:-0.31,q=0.0316; Gclc:-0.30,q=0.0614; Gsta1:-0.31,q=0.0639; Ggt1:-1.00,q=0.0922; Gclm:-0.25,q=0.1; Chac1:-0.62,q=0.134; Gstm1:+0.21,q=0.147; Gstm5:-0.12,q=0.149	Lower glutathione conjugation could indicate depleted detox capacity under ROS stress rather than an adaptive antioxidant increase.
skin_hvg	R-MMU-190828_GAP_JUNCTION_TRAFFICKING	FLT_down	strong	mostly_same_direction	same	42	17	3	6	0.1764705882352941	0.3529411764705882	3	0	-0.181405635855226	Gjb6:-1.12,q=0.0316; Gjb2:-1.42,q=0.0377; Gja1:-0.56,q=0.0482; Tubb3:-0.94,q=0.0773; Myo6:-0.18,q=0.109; Tuba1c:-0.27,q=0.162; Tubb2b:-0.18,q=0.173; Tubb6:-0.29,q=0.267	Reduced gap-junction trafficking could accompany impaired intercellular communication during barrier stress.
thymus_hvg	R-MMU-9851695_EPIGENETIC_REGULATION_OF_ADIPOGENESIS_GENES_BY_MLL3_AND_MLL4_COMPLEXES	FLT_up	weak	mostly_opposite_direction	opposite	74	40	1	13	0.025	0.325	0	1	-0.7170372614994092	H2ac23:-1.43,q=0.238; H3c14:-0.95,q=0.0525; H2ax:-0.90,q=0.0606; H2ac11:-1.27,q=0.0677; H2bu2:-0.86,q=0.116; H2ac4:-1.06,q=0.126; H2bc3:-1.17,q=0.134; ENSMUSG00000069303:-1.02,q=0.144	MLL3/MLL4 adipogenesis regulation is adjacent to altered MSC lineage biology, not direct thymus evidence.
thymus_hvg	R-MMU-6811434_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	FLT_up	strong	mostly_opposite_direction	opposite	95	26	12	16	0.4615384615384615	0.6153846153846154	0	12	-0.5566589073337855	Cenpe:-1.27,q=0.000308; ENSMUSG00000012443:-1.37,q=0.000958; Kif15:-1.24,q=0.00154; ENSMUSG00000024795:-0.86,q=0.00219; Kif4:-1.38,q=0.00224; Kif2c:-1.30,q=0.00472; Kif22:-1.11,q=0.00605; Kif23:-0.89,q=0.00708	COPI traffic may track secretory and ER-Golgi stress in remodeled thymic cells.
thymus_hvg	R-MMU-446203_ASPARAGINE_N_LINKED_GLYCOSYLATION	FLT_up	strong	mostly_same_direction	same	267	35	8	13	0.2285714285714285	0.3714285714285714	6	2	0.2298755162099457	ENSMUSG00000074899:+0.92,q=0.00098; Ctsz:+0.58,q=0.00104; Tgfa:+0.98,q=0.0016; St8sia6:+0.62,q=0.00567; ENSMUSG00000037306:+0.74,q=0.0146; ENSMUSG00000039234:+0.47,q=0.0183; Tuba1b:-0.62,q=0.0252; Tuba1c:-0.50,q=0.0409	N-linked glycosylation may track secretory or immune-receptor remodeling.
thymus_hvg	R-MMU-8951664_NEDDYLATION	FLT_up	strong	mixed_tie	same	209	17	4	10	0.2352941176470588	0.5882352941176471	2	2	0.2865525148097605	Socs2:+0.52,q=0.00229; Dtl:-0.93,q=0.00408; Ccnf:-1.27,q=0.00597; Epas1:+0.78,q=0.0248; Cish:+0.54,q=0.0514; Spsb1:+0.43,q=0.0541; Hif3a:+0.62,q=0.0639; Fbxw8:+0.61,q=0.0642	Neddylation could support damage/protein-turnover adaptation without direct thymus proof.
thymus_hvg	R-MMU-1474244_EXTRACELLULAR_MATRIX_ORGANIZATION	FLT_up	strong	mostly_same_direction	same	264	115	34	59	0.2956521739130435	0.5130434782608696	33	1	0.4851447956625945	App:+0.74,q=6.61e-05; F11r:+0.48,q=0.00102; Itgb8:+0.82,q=0.00102; Ltbp3:+0.93,q=0.00155; Htra1:+0.68,q=0.0016; Sdc4:+0.33,q=0.00237; Mmp14:+0.62,q=0.00247; Adam15:+0.89,q=0.00332	ECM organization can mark thymic structural remodeling under spaceflight stress.
thymus_hvg	R-MMU-168256_IMMUNE_SYSTEM	FLT_up	strong	mostly_same_direction	same	1874	565	123	237	0.2176991150442478	0.4194690265486726	93	30	0.2534694386684228	Ube2c:-1.35,q=5.17e-05; App:+0.74,q=6.61e-05; Cdk1:-1.49,q=7.94e-05; Pglyrp1:+1.04,q=0.000133; Il6ra:+0.74,q=0.0002; Tnfrsf11b:+0.74,q=0.000212; Serpina3n:+1.23,q=0.000213; Pigr:+1.50,q=0.000218	Broad immune-system activation may combine innate activation with suppressed thymopoiesis.
thymus_hvg	R-MMU-170834_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	FLT_up	strong	mostly_same_direction	same	75	23	8	11	0.3478260869565217	0.4782608695652174	8	0	0.3624415930893239	Smad7:+0.63,q=4.22e-05; F11r:+0.48,q=0.00102; Itgb8:+0.82,q=0.00102; Ltbp3:+0.93,q=0.00155; Ltbp1:+0.76,q=0.00701; Pmepa1:+0.36,q=0.00954; Ltbp4:+0.79,q=0.0318; Fbn1:+0.85,q=0.036	TGF-beta receptor signaling may accompany thymic stromal remodeling under altered gravity.
thymus_hvg	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	FLT_up	strong	mostly_same_direction	same	528	161	38	71	0.2360248447204969	0.4409937888198758	36	2	0.3402489755941023	Pglyrp1:+1.04,q=0.000133; Serpina3n:+1.23,q=0.000213; Pigr:+1.50,q=0.000218; ENSMUSG00000025701:+1.05,q=0.000968; Ctsz:+0.58,q=0.00104; Arsb:+0.57,q=0.00135; Ifi204:+0.61,q=0.0022; Plaur:+0.82,q=0.00248	Neutrophil degranulation may reflect innate infiltration or immune-composition change.
thymus_hvg	R-MMU-1296071_POTASSIUM_CHANNELS	FLT_up	moderate	mostly_same_direction	same	97	19	2	7	0.1052631578947368	0.3684210526315789	2	0	0.3157472144796607	Kcnq4:+0.83,q=0.00597; Kcnc1:+0.70,q=0.0201; Gnb3:+0.49,q=0.0513; Kcnj15:+0.47,q=0.0595; Kcnj8:+0.57,q=0.0671; Gng2:+0.35,q=0.0857; ENSMUSG00000040136:+0.54,q=0.0955; Kcnf1:+0.32,q=0.165	Potassium channels may track activation or stress-state shifts rather than direct thymus evidence.
thymus_hvg	R-MMU-1169410_ANTIMICROBIAL_MECHANISM_OF_IFN_STIMULATED_GENES	FLT_up	strong	mostly_opposite_direction	same	96	28	5	9	0.1785714285714285	0.3214285714285714	2	3	0.2428008172564311	Cdk1:-1.49,q=7.94e-05; Ube2l6:+0.57,q=0.00364; Tuba1b:-0.62,q=0.0252; Oasl1:+0.80,q=0.03; Tuba1c:-0.50,q=0.0409; Gbp5:+0.68,q=0.0735; Usp18:+0.32,q=0.0962; Gbp2:+0.34,q=0.112	IFN-stimulated antimicrobial mechanisms fit immune stress but direct thymus direction is uncertain.
thymus_hvg	R-MMU-71291_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	FLT_up	strong	mostly_same_direction	same	242	41	8	18	0.1951219512195122	0.4390243902439024	8	0	0.2166188452705792	Gatm:+0.55,q=0.000107; Aoc1:+0.88,q=0.0129; Ckmt1:+0.94,q=0.0231; Hdc:+0.76,q=0.0343; Serinc2:+0.63,q=0.0354; Arg1:+0.83,q=0.0466; Ckb:+0.63,q=0.0479; Sat1:+0.24,q=0.0489	Amino-acid metabolism may reflect stress metabolism or cell-composition shifts.
thymus_hvg	R-MMU-1630316_GLYCOSAMINOGLYCAN_METABOLISM	FLT_up	strong	mostly_same_direction	same	133	40	11	17	0.275	0.425	10	1	0.2872178475066529	Hmmr:-1.37,q=0.000117; Dse:+0.58,q=0.000213; Arsb:+0.57,q=0.00135; Sdc4:+0.33,q=0.00237; Prelp:+0.75,q=0.00275; Dcn:+0.64,q=0.00362; Sdc1:+0.58,q=0.024; Hs3st3b1:+0.67,q=0.0264	Glycosaminoglycan metabolism may reflect stromal matrix remodeling during involution.
thymus_hvg	R-MMU-8957275_POST_TRANSLATIONAL_PROTEIN_PHOSPHORYLATION	FLT_up	strong	mostly_same_direction	same	114	51	27	37	0.5294117647058824	0.7254901960784313	27	0	0.6203675980813994	App:+0.74,q=6.61e-05; Igfbp5:+0.88,q=0.000157; Cdh2:+0.74,q=0.00032; Apoe:+0.90,q=0.00032; Igfbp7:+0.63,q=0.000958; Trf:+0.80,q=0.00114; Sparcl1:+0.69,q=0.00247; Msln:+1.09,q=0.00263	Phosphorylation can reflect MAPK/TCR/cytokine pathway rewiring under flight stress.
thymus_hvg	R-MMU-5617833_CILIUM_ASSEMBLY	FLT_up	strong	mostly_opposite_direction	opposite	195	26	7	10	0.2692307692307692	0.3846153846153846	0	7	-0.289079713347391	Cdk1:-1.49,q=7.94e-05; Plk4:-1.02,q=0.000171; Dynlt5:-1.01,q=0.00271; Nek2:-1.33,q=0.00542; Plk1:-1.12,q=0.00812; Tuba1b:-0.62,q=0.0252; Tuba1c:-0.50,q=0.0409; Hsp90aa1:-0.29,q=0.0833	Cilium assembly could be a complementary gravity-sensing response in stromal cells.
thymus_hvg	R-MMU-6803157_ANTIMICROBIAL_PEPTIDES	FLT_up	moderate	mostly_same_direction	same	93	23	3	9	0.1304347826086956	0.391304347826087	3	0	0.4178692075469069	Pglyrp1:+1.04,q=0.000133; Clu:+0.85,q=0.00282; Reg3g:+1.17,q=0.0252; Reg3b:+0.55,q=0.0531; Bpifb1:+1.16,q=0.0639; Lyz2:+0.52,q=0.0678; Prtn3:+0.42,q=0.0833; Lcn2:+0.44,q=0.112	Antimicrobial peptides fit innate immune remodeling more than direct thymocyte biology.
thymus_hvg	R-MMU-195258_RHO_GTPASE_EFFECTORS	FLT_up	strong	mostly_opposite_direction	opposite	243	63	31	37	0.492063492063492	0.5873015873015873	6	25	-0.2365674003134983	Spc25:-1.47,q=1.91e-06; Spc24:-1.47,q=8.33e-06; Sgo1:-1.50,q=3.91e-05; Prc1:-1.39,q=0.000151; Cenpa:-1.02,q=0.000157; Mad2l1:-1.04,q=0.000183; Bub1:-1.35,q=0.000191; Cenpe:-1.27,q=0.000308	Rho effectors could reflect altered thymocyte migration or stromal mechanics.
thymus_hvg	R-MMU-1474290_COLLAGEN_FORMATION	FLT_up	strong	mostly_same_direction	same	75	29	8	16	0.2758620689655172	0.5517241379310345	8	0	0.5226150643226077	Mmp7:+0.74,q=0.00887; Lox:+0.56,q=0.0107; Ctss:+0.39,q=0.0158; Col4a2:+0.81,q=0.0172; Col4a1:+0.78,q=0.0202; Col5a3:+0.85,q=0.0268; Serpinh1:+0.49,q=0.0373; Col6a1:+0.74,q=0.0424	Collagen formation may mark tissue-remodeling response in the involuting thymic microenvironment.
thymus_hvg	R-MMU-163125_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	FLT_up	strong	mostly_same_direction	same	90	25	8	16	0.32	0.64	6	2	0.4102438815093251	Plaur:+0.82,q=0.00248; Msln:+1.09,q=0.00263; Ulbp1:-0.94,q=0.00281; Alpl:+0.77,q=0.0128; Nrn1:+0.75,q=0.0152; Izumo1r:+0.60,q=0.0285; Sprn:+0.41,q=0.0371; ENSMUSG00000044678:-0.71,q=0.0388	GPI-anchor modification could track immune receptor remodeling.
thymus_hvg	R-MMU-201681_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	FLT_up	moderate	mostly_same_direction	same	143	19	2	9	0.1052631578947368	0.4736842105263157	2	0	0.2298755162099457	Fzd2:+0.76,q=0.00529; Ryk:+0.45,q=0.00742; Tcf7:-0.61,q=0.0729; Sox4:-0.52,q=0.0878; Bcl9l:+0.58,q=0.109; Sox9:+0.32,q=0.184; Fzd4:+0.51,q=0.202; Sox6:+0.53,q=0.249	TCF-dependent WNT signaling may fit epithelial remodeling, not a direct flight-direction result.
thymus_hvg	R-MMU-4839726_CHROMATIN_ORGANIZATION	FLT_up	strong	mostly_same_direction	opposite	252	68	8	25	0.1176470588235294	0.3676470588235294	5	3	-0.4274801855549621	Ezh2:-0.80,q=0.00164; Arid5b:+0.48,q=0.00164; ENSMUSG00000041235:+0.68,q=0.00402; Bcl11a:+0.60,q=0.00581; Prdm16:+0.60,q=0.0124; Nsd2:-0.74,q=0.0218; Ccnd1:+0.37,q=0.0226; H2ac23:-1.43,q=0.238	Chromatin organization fits the spaceflight epigenetic feature.
thymus_hvg	R-MMU-381426_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	FLT_up	strong	mostly_same_direction	same	120	55	28	39	0.509090909090909	0.7090909090909091	28	0	0.5939284711978852	App:+0.74,q=6.61e-05; Igfbp5:+0.88,q=0.000157; Cdh2:+0.74,q=0.00032; Apoe:+0.90,q=0.00032; Igfbp7:+0.63,q=0.000958; Trf:+0.80,q=0.00114; Igf1:+0.48,q=0.00224; Sparcl1:+0.69,q=0.00247	IGF transport may reflect systemic growth/stress hormone adaptation rather than direct thymus evidence.
thymus_hvg	R-MMU-5173105_O_LINKED_GLYCOSYLATION	FLT_up	strong	mostly_same_direction	same	120	34	7	16	0.2058823529411764	0.4705882352941176	7	0	0.4773601475755677	ENSMUSG00000001128:+0.59,q=0.00282; Muc5ac:+0.94,q=0.00605; Muc1:+0.99,q=0.0107; Muc4:+1.07,q=0.0108; Thbs1:+0.89,q=0.0281; Thbs2:+0.84,q=0.0318; Spon1:+0.64,q=0.0462; ENSMUSG00000118661:+0.49,q=0.0556	Glycosylation may track immune receptor or extracellular protein remodeling.
thymus_hvg	R-MMU-1257604_PIP3_ACTIVATES_AKT_SIGNALING	FLT_up	strong	mostly_same_direction	same	231	48	9	17	0.1875	0.3541666666666667	5	4	0.2327539880471958	Tgfa:+0.98,q=0.0016; Ezh2:-0.80,q=0.00164; Pdgfb:+0.73,q=0.00567; Sgk1:+0.40,q=0.00743; Trat1:-0.79,q=0.0102; Kit:+0.65,q=0.0129; Egfr:+0.61,q=0.0204; Ntrk3:-0.28,q=0.0206	PIP3-AKT signaling could reflect survival compensation amid thymic stress.
thymus_hvg	R-MMU-1474228_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	FLT_up	strong	mostly_same_direction	same	109	48	19	29	0.3958333333333333	0.6041666666666666	18	1	0.4790941124425552	Htra1:+0.68,q=0.0016; Mmp14:+0.62,q=0.00247; Adam15:+0.89,q=0.00332; Dcn:+0.64,q=0.00362; Fbn2:+0.81,q=0.00472; Mmp7:+0.74,q=0.00887; Ctrb1:+0.55,q=0.011; Ctss:+0.39,q=0.0158	Matrix degradation may accompany thymic stromal remodeling/atrophy.
thymus_hvg	R-MMU-2142753_ARACHIDONATE_METABOLISM	FLT_up	strong	mostly_same_direction	same	67	19	10	13	0.5263157894736842	0.6842105263157895	10	0	0.4805483285269218	Ptgds:+0.94,q=0.000212; ENSMUSG00000025701:+1.05,q=0.000968; Ptgs1:+0.58,q=0.00332; Cyp4f18:+0.74,q=0.0054; Alox15:+0.97,q=0.0116; Alox5ap:+0.48,q=0.0131; Ggt5:+0.58,q=0.0172; Cyp1b1:+0.58,q=0.0259	Arachidonate signaling can complement cytokine/innate immune dysregulation.
thymus_hvg	R-MMU-5668541_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	FLT_up	moderate	mostly_same_direction	same	85	23	3	7	0.1304347826086956	0.3043478260869565	3	0	0.2298755162099457	Tnfrsf11b:+0.74,q=0.000212; Tnfsf8:+0.78,q=0.018; Relb:+0.51,q=0.0473; Tnfrsf11a:+0.57,q=0.0933; Nfkb2:+0.51,q=0.097; Cd40:+0.44,q=0.107; Tnfrsf4:+0.46,q=0.118; Tnfrsf1b:+0.44,q=0.122	TNFR2/noncanonical NF-kB may reflect immune stress or survival signaling in remodeled thymus.
thymus_hvg	R-MMU-9940951_INTERACTION_OF_NURD_COMPLEXES_WITH_TRANSCRIPTION_FACTORS	FLT_up	weak	mostly_opposite_direction	opposite	93	45	1	15	0.0222222222222222	0.3333333333333333	0	1	-0.6753580907881283	H2ac23:-1.43,q=0.238; H3c14:-0.95,q=0.0525; H2ax:-0.90,q=0.0606; Zfp827:+0.57,q=0.0606; H2ac11:-1.27,q=0.0677; Cdk2ap1:-0.32,q=0.0761; H2bu2:-0.86,q=0.116; H2ac4:-1.06,q=0.126	NuRD-transcription factor interactions are consistent with broad epigenetic stress responses.
thymus_hvg	R-MMU-983168_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	FLT_up	moderate	mostly_opposite_direction	same	281	27	4	11	0.1481481481481481	0.4074074074074074	1	3	0.1186777064694872	Ube2c:-1.35,q=5.17e-05; Ube2l6:+0.57,q=0.00364; Ccnf:-1.27,q=0.00597; Cdc20:-1.19,q=0.00855; Rnf19b:+0.46,q=0.0525; Spsb1:+0.43,q=0.0541; Fbxw8:+0.61,q=0.0642; Mylip:+0.26,q=0.0933	Ubiquitination-proteasome antigen processing may respond to stress and immune remodeling.
thymus_hvg	R-MMU-2132295_MHC_CLASS_II_ANTIGEN_PRESENTATION	FLT_up	strong	mostly_opposite_direction	same	110	40	17	26	0.425	0.65	6	11	0.1477345863642651	Cenpe:-1.27,q=0.000308; Lgmn:+0.68,q=0.000423; ENSMUSG00000012443:-1.37,q=0.000958; Kif15:-1.24,q=0.00154; Kif4:-1.38,q=0.00224; Kif2c:-1.30,q=0.00472; Kif22:-1.11,q=0.00605; Kif23:-0.89,q=0.00708	MHC II presentation may reflect altered antigen presentation or APC composition.
thymus_hvg	R-MMU-380108_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	FLT_up	strong	mostly_same_direction	same	55	42	7	11	0.1666666666666666	0.2619047619047619	6	1	0.3196083134050842	Cxcl9:+0.69,q=0.00409; Ccl19:+0.79,q=0.00882; Ccr7:+0.58,q=0.0188; Ccr9:-0.72,q=0.0269; Cxcl3:+0.43,q=0.0286; Cxcl16:+0.42,q=0.0334; ENSMUSG00000094686:+0.66,q=0.0436; Cxcr5:+0.81,q=0.0569	Chemokine receptor signaling may reflect leukocyte redistribution or thymic egress changes.
thymus_hvg	R-MMU-8856828_CLATHRIN_MEDIATED_ENDOCYTOSIS	FLT_up	strong	mostly_same_direction	same	141	30	10	15	0.3333333333333333	0.5	9	1	0.2778593081888072	Trf:+0.80,q=0.00114; Tgfa:+0.98,q=0.0016; Syt11:+0.57,q=0.00989; Hip1r:+0.72,q=0.0161; Egfr:+0.61,q=0.0204; Snx9:+0.43,q=0.0245; Dab2:+0.48,q=0.0267; Cd3g:-0.56,q=0.0305	Clathrin-mediated endocytosis may reflect receptor turnover under stress.
thymus_hvg	R-MMU-383280_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	FLT_up	moderate	mostly_same_direction	same	49	14	2	7	0.1428571428571428	0.5	2	0	0.3235226718197421	Hnf4a:+0.81,q=0.0201; Nr3c2:+0.84,q=0.0288; Rora:+0.31,q=0.0704; Ar:+0.34,q=0.0706; Nr1d1:+0.56,q=0.095; Rxra:+0.47,q=0.15; Rarg:+0.46,q=0.178; Rorc:-0.45,q=0.197	Nuclear receptor transcription may include glucocorticoid stress responses relevant to thymic involution.
thymus_hvg	R-MMU-2022090_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	FLT_up	strong	mostly_same_direction	same	45	21	7	14	0.3333333333333333	0.6666666666666666	7	0	0.5547724636912763	Mmp7:+0.74,q=0.00887; Lox:+0.56,q=0.0107; Ctss:+0.39,q=0.0158; Col4a2:+0.81,q=0.0172; Col4a1:+0.78,q=0.0202; Col5a3:+0.85,q=0.0268; Col6a1:+0.74,q=0.0424; Pxdn:+0.66,q=0.09	Collagen-fibril assembly may mark tissue remodeling during thymic involution.
thymus_hvg	R-MMU-216083_INTEGRIN_CELL_SURFACE_INTERACTIONS	FLT_up	strong	mostly_same_direction	same	73	40	12	17	0.3	0.425	12	0	0.4479437618763611	F11r:+0.48,q=0.00102; Itgb8:+0.82,q=0.00102; Col4a2:+0.81,q=0.0172; Col4a1:+0.78,q=0.0202; Col5a3:+0.85,q=0.0268; Thbs1:+0.89,q=0.0281; Itga1:+0.49,q=0.029; Fn1:+0.85,q=0.0358	Integrin cell-surface interactions may reflect altered thymocyte-stromal adhesion.
thymus_hvg	R-MMU-446728_CELL_JUNCTION_ORGANIZATION	FLT_up	strong	mostly_same_direction	same	256	87	11	31	0.1264367816091954	0.3563218390804598	9	2	0.0041223389992026	Afdn:+0.68,q=6.89e-05; Il6ra:+0.74,q=0.0002; Cdh2:+0.74,q=0.00032; F11r:+0.48,q=0.00102; Zeb2:+0.66,q=0.00146; Ezh2:-0.80,q=0.00164; Cdh17:+0.84,q=0.00518; Ctss:+0.39,q=0.0158	Junction remodeling may reflect changes in thymic epithelial architecture.
thymus_hvg	R-MMU-8953897_CELLULAR_RESPONSES_TO_STIMULI	FLT_up	strong	mixed_tie	same	572	140	20	52	0.1428571428571428	0.3714285714285714	10	10	0.0269387993762291	Ccne2:-1.46,q=3.02e-06; Ube2c:-1.35,q=5.17e-05; Ccna2:-1.62,q=0.000423; Ezh2:-0.80,q=0.00164; Cdkn2b:+0.74,q=0.00218; Ccne1:-0.91,q=0.0025; Jun:+0.48,q=0.00592; Adm:+0.65,q=0.00837	This captures stress/stimulus biology but lacks direct thymus direction at this granularity.
thymus_hvg	R-MMU-9006931_SIGNALING_BY_NUCLEAR_RECEPTORS	FLT_up	strong	mostly_same_direction	opposite	218	65	6	25	0.0923076923076923	0.3846153846153846	6	0	-0.05828961863625	Tgfa:+0.98,q=0.0016; Mmp7:+0.74,q=0.00887; Adh1:+0.81,q=0.0113; Cyp26a1:+0.57,q=0.0126; Egfr:+0.61,q=0.0204; Abca1:+0.62,q=0.0268; Gnb3:+0.49,q=0.0513; H3c14:-0.95,q=0.0525	Nuclear receptor signaling may include glucocorticoid-driven thymic stress responses.
thymus_hvg	R-MMU-416482_G_ALPHA_12_13_SIGNALLING_EVENTS	FLT_up	strong	mostly_same_direction	same	77	25	5	12	0.2	0.48	4	1	0.4144624281361642	Ect2:-1.15,q=0.00105; Arhgef12:+0.64,q=0.00415; Rhoc:+0.55,q=0.00941; Rhob:+0.41,q=0.0173; ENSMUSG00000032875:+0.89,q=0.0444; Gnb3:+0.49,q=0.0513; Arhgef10:+0.53,q=0.0531; Rasgrf2:+0.61,q=0.0596	This may complement Rho-mediated altered-gravity remodeling.
thymus_hvg	R-MMU-2454202_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	FLT_up	moderate	mostly_same_direction	same	211	52	2	5	0.0384615384615384	0.0961538461538461	2	0	0.1656769269701676	Jun:+0.48,q=0.00592; Lat2:+0.55,q=0.0226; ENSMUSG00000087642:+0.68,q=0.0606; ENSMUSG00000096108:+0.90,q=0.0662; Lyn:+0.46,q=0.0673; Plcg2:+0.54,q=0.166; Fcer1g:+0.25,q=0.174; Lat:-0.44,q=0.189	FCERI signaling may mark immune activation/hypersensitivity rather than thymus-specific evidence.
thymus_hvg	R-MMU-5621481_C_TYPE_LECTIN_RECEPTORS_CLRS	FLT_up	weak	mostly_same_direction	same	98	19	1	3	0.0526315789473684	0.1578947368421052	1	0	0.254325351874936	Relb:+0.51,q=0.0473; Lyn:+0.46,q=0.0673; Nfkb2:+0.51,q=0.097; Clec4e:+0.44,q=0.148; Src:+0.66,q=0.166; Plcg2:+0.54,q=0.166; Fcer1g:+0.25,q=0.174; Nfatc2:+0.49,q=0.217	CLR signaling can reflect myeloid/APC activation in immune dysregulation.
thymus_hvg	R-MMU-1483257_PHOSPHOLIPID_METABOLISM	FLT_up	strong	mostly_same_direction	same	192	34	6	14	0.1764705882352941	0.4117647058823529	6	0	0.2910406525587374	Bmx:+0.88,q=0.000191; Mgll:+0.59,q=0.0163; Pla2g4a:+0.45,q=0.0332; Plbd1:+0.37,q=0.0343; Pnpla2:+0.62,q=0.0374; Inppl1:+0.70,q=0.0407; Ptpn13:+0.60,q=0.0509; ENSMUSG00000046971:+0.59,q=0.0691	Phospholipid shifts can complement mitochondrial and phagocytic stress pathways.
thymus_hvg	R-MMU-177929_SIGNALING_BY_EGFR	FLT_up	strong	mostly_same_direction	same	50	13	3	4	0.2307692307692307	0.3076923076923077	3	0	0.3872112065199946	Spry2:+0.50,q=0.000598; Tgfa:+0.98,q=0.0016; Egfr:+0.61,q=0.0204; Ptprk:+0.43,q=0.13; Src:+0.66,q=0.166; Spry1:+0.39,q=0.183; Ptpn3:+0.52,q=0.207; Areg:+0.22,q=0.259	EGFR signaling may mark tissue repair/remodeling rather than direct thymocyte evidence.
thymus_hvg	R-MMU-199418_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	FLT_up	strong	mostly_same_direction	same	116	36	7	13	0.1944444444444444	0.3611111111111111	4	3	0.2917426269934577	Tgfa:+0.98,q=0.0016; Pdgfb:+0.73,q=0.00567; Trat1:-0.79,q=0.0102; Kit:+0.65,q=0.0129; Egfr:+0.61,q=0.0204; Ntrk3:-0.28,q=0.0206; Cd28:-0.57,q=0.0285; Il1rl1:+0.70,q=0.0595	Negative AKT regulation could fit immune suppression or apoptosis-prone thymocytes.
thymus_hvg	R-MMU-202733_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	FLT_up	strong	mostly_same_direction	same	199	79	10	17	0.1265822784810126	0.2151898734177215	8	2	0.1959643346709514	F11r:+0.48,q=0.00102; Slc16a1:-0.49,q=0.0107; Procr:+0.67,q=0.0151; Cxadr:+0.53,q=0.0168; Slc7a11:-0.70,q=0.0212; Mertk:+0.59,q=0.024; Pros1:+0.40,q=0.0244; Fn1:+0.85,q=0.0358	Vascular-wall interaction may reflect platelet/endothelial or blood-composition effects.
thymus_hvg	R-MMU-5683057_MAPK_FAMILY_SIGNALING_CASCADES	FLT_down	strong	mostly_opposite_direction	opposite	283	71	13	20	0.1830985915492957	0.2816901408450704	1	12	0.2484658175081637	Cdk1:-1.49,q=7.94e-05; Il6ra:+0.74,q=0.0002; ENSMUSG00000074899:+0.92,q=0.00098; Tgfa:+0.98,q=0.0016; Pdgfb:+0.73,q=0.00567; Kit:+0.65,q=0.0129; Csf2rb:+0.63,q=0.0129; Pea15a:+0.36,q=0.0162	MAPK-family downshift can mediate impaired immune activation and altered stress responses under flight.
thymus_hvg	R-MMU-166658_COMPLEMENT_CASCADE	FLT_down	strong	mostly_opposite_direction	opposite	154	53	13	17	0.2452830188679245	0.320754716981132	0	13	0.4035433053867123	Cfh:+0.99,q=0.00191; Serping1:+0.86,q=0.00275; Clu:+0.85,q=0.00282; ENSMUSG00000001128:+0.59,q=0.00282; C1qb:+0.65,q=0.00867; Fcna:+0.66,q=0.011; C1qa:+0.65,q=0.0143; C3:+0.80,q=0.0161	Complement cascade down may reflect altered inflammatory/innate immune state or cell composition.
thymus_hvg	R-MMU-9716542_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	FLT_down	strong	mostly_same_direction	opposite	611	177	57	88	0.3220338983050847	0.4971751412429379	33	24	0.168333709759989	Spc25:-1.47,q=1.91e-06; Jag1:+0.66,q=8.1e-06; Spc24:-1.47,q=8.33e-06; Sgo1:-1.50,q=3.91e-05; Prc1:-1.39,q=0.000151; Cenpa:-1.02,q=0.000157; Mad2l1:-1.04,q=0.000183; Bub1:-1.35,q=0.000191	This term may combine cytoskeletal suppression with mitochondrial-stress responses.
