gene_id	length_bp	merged_exon_intervals	chromosomes
ENSMUSG00000131667	654	5	chr18
ENSMUSG00000131668	2472	9	chr1
ENSMUSG00000131669	1672	4	chr18
ENSMUSG00000131670	2712	5	chr14
ENSMUSG00000131671	204	2	chr14
ENSMUSG00000131672	447	2	chr13
ENSMUSG00000131673	2276	3	chr3
ENSMUSG00000131674	546	3	chr17
ENSMUSG00000131675	1384	3	chr1
ENSMUSG00000131676	601	1	chr4
ENSMUSG00000131677	1589	5	chrX
ENSMUSG00000131678	800	4	chr1
ENSMUSG00000131679	880	3	chr17
ENSMUSG00000131680	2310	8	chr13
ENSMUSG00000131681	454	3	chr9
ENSMUSG00000131682	362	1	chr5
ENSMUSG00000131683	592	4	chr13
ENSMUSG00000131684	516	2	chr10
ENSMUSG00000131685	712	1	chr4
ENSMUSG00000131686	649	2	chr9
ENSMUSG00000131687	586	2	chr15
ENSMUSG00000131688	402	2	chr3
ENSMUSG00000131689	1167	2	chr1
ENSMUSG00000131690	918	3	chr2
ENSMUSG00000131691	1000	1	chr10
ENSMUSG00000131692	1275	5	chr10
ENSMUSG00000131693	992	6	chr3
ENSMUSG00000131694	298	2	chrY
ENSMUSG00000131695	465	2	chr13
ENSMUSG00000131696	375	2	chr7
ENSMUSG00000131697	396	2	chr17
ENSMUSG00000131698	736	2	chr12
ENSMUSG00000131699	2865	6	chr17
ENSMUSG00000131700	696	3	chr3
ENSMUSG00000131701	2538	3	chr1
ENSMUSG00000131702	730	1	chr11
ENSMUSG00000131703	1249	2	chrY
ENSMUSG00000131704	662	4	chr2
ENSMUSG00000131705	1541	3	chr10
ENSMUSG00000131706	262	2	chrY
ENSMUSG00000131707	899	4	chr3
ENSMUSG00000131708	754	3	chr5
ENSMUSG00000131709	839	6	chr2
ENSMUSG00000131710	83	1	chr13
ENSMUSG00000131711	870	5	chr11
ENSMUSG00000131713	654	3	chr18
ENSMUSG00000131714	431	2	chr13
ENSMUSG00000131715	472	2	chrX
ENSMUSG00000131716	561	2	chr6
ENSMUSG00000131717	416	2	chr4
ENSMUSG00000131718	905	2	chr1
ENSMUSG00000131719	419	4	chr7
ENSMUSG00000131720	2701	8	chr13
ENSMUSG00000131721	435	2	chr2
ENSMUSG00000131722	729	3	chr13
ENSMUSG00000131723	2402	5	chr18
ENSMUSG00000131724	1237	3	chrY
ENSMUSG00000131725	784	2	chr7
ENSMUSG00000131726	1629	4	chr7
ENSMUSG00000131727	1146	4	chr5
ENSMUSG00000131728	3597	9	chr2
ENSMUSG00000131729	355	2	chr13
ENSMUSG00000131730	613	2	chr2
ENSMUSG00000131731	2106	5	chr6
ENSMUSG00000131732	421	3	chr8
ENSMUSG00000131733	1035	6	chr2
ENSMUSG00000131734	802	3	chr14
ENSMUSG00000131735	590	2	chr8
ENSMUSG00000131736	848	3	chr3
ENSMUSG00000131737	708	2	chr17
ENSMUSG00000131738	623	3	chr3
ENSMUSG00000131740	457	2	chr2
ENSMUSG00000131741	763	6	chr2
ENSMUSG00000131742	332	2	chr15
ENSMUSG00000131743	2115	3	chr2
ENSMUSG00000131744	551	2	chr5
ENSMUSG00000131745	1334	2	chr5
ENSMUSG00000131746	559	2	chr17
ENSMUSG00000131747	649	3	chr9
ENSMUSG00000131748	891	2	chr2
ENSMUSG00000131749	1273	2	chr10
ENSMUSG00000131750	537	4	chr6
ENSMUSG00000131751	401	2	chr5
ENSMUSG00000131752	348	2	chr18
ENSMUSG00000131753	1190	4	chr11
ENSMUSG00000131754	862	4	chr2
ENSMUSG00000131755	1433	3	chr18
ENSMUSG00000131756	664	2	chr16
ENSMUSG00000131757	1170	1	chr9
ENSMUSG00000131758	3791	11	chr4
ENSMUSG00000131759	848	2	chr16
ENSMUSG00000131760	1060	2	chr12
ENSMUSG00000131761	1311	6	chr10
ENSMUSG00000131763	254	1	chr13
ENSMUSG00000131764	1038	1	chr10
ENSMUSG00000131765	551	2	chr8
ENSMUSG00000131767	526	3	chr3
ENSMUSG00000131768	370	2	chr15
ENSMUSG00000131769	201	2	chr7
ENSMUSG00000131770	2382	3	chr13
ENSMUSG00000131771	1452	6	chr4
ENSMUSG00000131772	3546	9	chr6
ENSMUSG00000131773	608	4	chr8
ENSMUSG00000131774	559	2	chr8
ENSMUSG00000131775	410	2	chr14
ENSMUSG00000131776	963	3	chr2
ENSMUSG00000131777	1365	1	chr11
ENSMUSG00000131778	2796	7	chr16
ENSMUSG00000131779	394	2	chr2
ENSMUSG00000131780	320	2	chr15
ENSMUSG00000131781	501	3	chr7
ENSMUSG00000131782	796	2	chr3
ENSMUSG00000131783	1930	3	chr1
ENSMUSG00000131784	789	5	chr1
ENSMUSG00000131785	460	2	chr2
ENSMUSG00000131786	821	1	chr13
ENSMUSG00000131787	897	3	chr16
ENSMUSG00000131788	778	2	chr16
ENSMUSG00000131789	1022	3	chr8
ENSMUSG00000131790	2821	8	chr9
ENSMUSG00000131791	277	1	chr9
ENSMUSG00000131792	493	2	chr8
ENSMUSG00000131793	756	4	chr12
ENSMUSG00000131794	788	3	chr16
ENSMUSG00000131795	646	2	chr9
ENSMUSG00000131796	3101	4	chr13
ENSMUSG00000131797	568	3	chr1
ENSMUSG00000131798	596	3	chr15
ENSMUSG00000131799	507	2	chr8
ENSMUSG00000131801	645	2	chr12
ENSMUSG00000131802	812	2	chr2
ENSMUSG00000131803	637	4	chr15
ENSMUSG00000131804	983	3	chr17
ENSMUSG00000131805	1181	2	chr5
ENSMUSG00000131806	858	2	chr7
ENSMUSG00000131807	2689	6	chr4
ENSMUSG00000131808	768	3	chr12
ENSMUSG00000131809	626	2	chr19
ENSMUSG00000131810	453	3	chr2
ENSMUSG00000131811	325	1	chr19
ENSMUSG00000131812	2354	6	chr4
ENSMUSG00000131813	781	4	chr8
ENSMUSG00000131814	464	1	chr3
ENSMUSG00000131815	785	1	chr14
ENSMUSG00000131816	3552	7	chr15
ENSMUSG00000131817	290	2	chr2
ENSMUSG00000131818	290	1	chr11
ENSMUSG00000131819	4011	6	chr13
ENSMUSG00000131820	5456	8	chr16
ENSMUSG00000131821	346	2	chr3
ENSMUSG00000131822	225	2	chr17
ENSMUSG00000131823	1557	2	chr8
ENSMUSG00000131824	481	2	chr5
ENSMUSG00000131825	1580	1	chr7
ENSMUSG00000131826	414	1	chr12
ENSMUSG00000131827	606	5	chr14
ENSMUSG00000131828	307	2	chr9
ENSMUSG00000131829	1101	4	chr5
ENSMUSG00000131830	664	1	chr15
ENSMUSG00000131831	419	2	chr17
ENSMUSG00000131832	858	3	chr2
ENSMUSG00000131833	627	4	chrX
ENSMUSG00000131834	870	4	chr13
ENSMUSG00000131836	1039	6	chr15
ENSMUSG00000131837	2208	2	chr7
ENSMUSG00000131838	376	2	chr6
ENSMUSG00000131839	518	5	chr7
ENSMUSG00000131840	963	7	chr9
ENSMUSG00000131841	515	2	chrY
ENSMUSG00000131842	472	1	chr6
ENSMUSG00000131843	422	2	chr7
ENSMUSG00000131844	685	1	chr2
ENSMUSG00000131845	532	5	chr1
ENSMUSG00000131846	302	3	chr2
ENSMUSG00000131847	1598	3	chr6
ENSMUSG00000131848	403	2	chr6
ENSMUSG00000131849	679	4	chr4
ENSMUSG00000131850	3228	9	chr1
ENSMUSG00000131851	704	2	chr14
ENSMUSG00000131852	1853	5	chr3
ENSMUSG00000131853	1579	2	chr9
ENSMUSG00000131854	1648	3	chr8
ENSMUSG00000131855	1002	5	chr13
ENSMUSG00000131856	497	2	chr6
ENSMUSG00000131857	527	4	chr14
ENSMUSG00000131858	6583	7	chr16
ENSMUSG00000131859	1895	5	chr3
ENSMUSG00000131860	318	1	chr4
ENSMUSG00000131861	753	4	chr7
ENSMUSG00000131862	896	5	chr1
ENSMUSG00000131863	458	3	chr11
ENSMUSG00000131864	3653	7	chr14
ENSMUSG00000131865	897	3	chr12
ENSMUSG00000131867	2319	4	chr2
ENSMUSG00000131868	1152	1	chr13
ENSMUSG00000131869	299	2	chr5
ENSMUSG00000131870	1050	5	chr13
ENSMUSG00000131871	576	1	chr6
ENSMUSG00000131872	2124	4	chr13
ENSMUSG00000131873	548	4	chr2
ENSMUSG00000131874	663	3	chr10
ENSMUSG00000131875	322	2	chr15
ENSMUSG00000131876	692	3	chr17
ENSMUSG00000131877	312	2	chr3
ENSMUSG00000131878	586	1	chr13
ENSMUSG00000131879	433	2	chr11
ENSMUSG00000131880	623	2	chr17
ENSMUSG00000131881	649	4	chr16
ENSMUSG00000131882	315	2	chr12
ENSMUSG00000131883	415	4	chr4
ENSMUSG00000131884	876	3	chr14
ENSMUSG00000131885	673	2	chr3
ENSMUSG00000131886	1087	4	chr8
ENSMUSG00000131887	999	3	chr15
ENSMUSG00000131888	476	2	chr7
ENSMUSG00000131889	694	2	chr5
ENSMUSG00000131890	977	2	chr2
ENSMUSG00000131891	493	3	chr2
ENSMUSG00000131892	1788	7	chr9
ENSMUSG00000131893	1142	2	chr13
ENSMUSG00000131894	1444	1	chr15
ENSMUSG00000131895	4246	7	chr4
ENSMUSG00000131896	488	2	chr5
ENSMUSG00000131897	865	3	chr10
ENSMUSG00000131898	714	3	chr2
ENSMUSG00000131899	1277	3	chr7
ENSMUSG00000131900	1111	2	chr16
ENSMUSG00000131901	737	5	chr14
ENSMUSG00000131902	500	1	chr2
ENSMUSG00000131903	1015	1	chr13
ENSMUSG00000131904	1594	9	chrX
ENSMUSG00000131905	456	2	chr19
ENSMUSG00000131906	395	1	chr19
ENSMUSG00000131907	765	2	chr11
ENSMUSG00000131908	723	4	chr3
ENSMUSG00000131909	327	3	chr2
ENSMUSG00000131910	1180	3	chr14
ENSMUSG00000131911	1321	1	chr1
ENSMUSG00000131912	1541	3	chr2
ENSMUSG00000131913	322	2	chr15
ENSMUSG00000131914	471	2	chr1
ENSMUSG00000131915	404	2	chr18
ENSMUSG00000131916	996	2	chr1
ENSMUSG00000131917	661	3	chr16
ENSMUSG00000131918	505	4	chr2
ENSMUSG00000131919	375	2	chrX
ENSMUSG00000131920	729	2	chr5
ENSMUSG00000131921	594	1	chr6
ENSMUSG00000131922	480	2	chr9
ENSMUSG00000131923	860	3	chr7
ENSMUSG00000131924	976	2	chr7
ENSMUSG00000131925	978	1	chr15
ENSMUSG00000131926	328	2	chr2
ENSMUSG00000131927	1321	1	chr17
ENSMUSG00000131928	417	2	chr17
ENSMUSG00000131929	967	2	chr16
ENSMUSG00000131930	789	2	chr9
ENSMUSG00000131931	1879	7	chr1
ENSMUSG00000131932	451	2	chr9
ENSMUSG00000131933	903	1	chr4
ENSMUSG00000131934	2311	4	chr1
ENSMUSG00000131935	699	3	chr17
ENSMUSG00000131936	814	2	chrY
ENSMUSG00000131937	1332	5	chr5
ENSMUSG00000131938	1122	2	chr5
ENSMUSG00000131939	2615	8	chr5
ENSMUSG00000131940	418	2	chr1
ENSMUSG00000131941	183	1	chr13
ENSMUSG00000131942	852	4	chr6
ENSMUSG00000131943	2562	5	chr4
ENSMUSG00000131944	579	1	chr19
ENSMUSG00000131945	362	1	chr16
ENSMUSG00000131946	1245	5	chr14
ENSMUSG00000131947	220	1	chr14
ENSMUSG00000131948	882	4	chr17
ENSMUSG00000131949	538	3	chr13
ENSMUSG00000131950	699	2	chr2
ENSMUSG00000131951	1117	8	chr11
ENSMUSG00000131953	1098	3	chr13
ENSMUSG00000131954	294	2	chr15
ENSMUSG00000131955	1103	3	chr8
ENSMUSG00000131956	360	2	chr16
ENSMUSG00000131957	930	5	chrX
ENSMUSG00000131958	433	2	chr4
ENSMUSG00000131959	568	2	chr15
ENSMUSG00000131960	1412	6	chr6
ENSMUSG00000131961	438	2	chr8
ENSMUSG00000131962	542	1	chr15
ENSMUSG00000131963	295	2	chr2
ENSMUSG00000131964	1692	9	chr8
ENSMUSG00000131965	783	3	chr2
ENSMUSG00000131966	707	3	chr13
ENSMUSG00000131967	857	2	chr7
ENSMUSG00000131968	2007	7	chr13
ENSMUSG00000131970	255	1	chr2
ENSMUSG00000131971	670	3	chr2
ENSMUSG00000131972	313	2	chr9
ENSMUSG00000131973	1117	10	chrY
ENSMUSG00000131974	832	2	chr1
ENSMUSG00000131975	1613	4	chr1
ENSMUSG00000131976	663	4	chr10
ENSMUSG00000131977	519	2	chr10
ENSMUSG00000131979	959	4	chr9
ENSMUSG00000131980	1075	4	chr2
ENSMUSG00000131981	1138	1	chr15
ENSMUSG00000131982	2000	1	chr16
ENSMUSG00000131983	691	2	chr9
ENSMUSG00000131984	588	2	chr5
ENSMUSG00000131985	2032	5	chr12
ENSMUSG00000131986	1087	1	chr17
ENSMUSG00000131987	393	2	chr13
ENSMUSG00000131988	685	2	chr2
ENSMUSG00000131989	373	3	chr14
ENSMUSG00000131990	666	2	chr6
ENSMUSG00000131991	1133	2	chr8
ENSMUSG00000131992	944	3	chr11
ENSMUSG00000131993	1268	1	chr2
ENSMUSG00000131994	364	2	chr1
ENSMUSG00000131995	228	2	chr15
ENSMUSG00000131996	917	5	chr9
ENSMUSG00000131997	1610	2	chr11
ENSMUSG00000131998	1189	4	chr5
ENSMUSG00000131999	524	2	chr7
ENSMUSG00000132000	1210	3	chr13
ENSMUSG00000132001	326	2	chr15
ENSMUSG00000132002	1126	3	chr3
ENSMUSG00000132003	723	2	chr9
ENSMUSG00000132004	462	2	chr8
ENSMUSG00000132005	601	3	chr2
ENSMUSG00000132007	695	2	chr6
ENSMUSG00000132008	723	2	chr13
ENSMUSG00000132009	605	3	chr10
ENSMUSG00000132010	455	2	chr7
ENSMUSG00000132011	1671	9	chr14
ENSMUSG00000132012	1509	4	chr15
ENSMUSG00000132013	1160	3	chr5
ENSMUSG00000132014	830	5	chr2
ENSMUSG00000132016	340	2	chr9
ENSMUSG00000132017	654	3	chr1
ENSMUSG00000132018	836	2	chr17
ENSMUSG00000132019	467	2	chr9
ENSMUSG00000132020	2402	9	chr2
ENSMUSG00000132021	1274	4	chr8
ENSMUSG00000132022	1529	3	chr3
ENSMUSG00000132023	982	3	chr5
ENSMUSG00000132024	1302	6	chr2
ENSMUSG00000132025	382	3	chr2
ENSMUSG00000132026	830	3	chr8
ENSMUSG00000132027	400	2	chr11
ENSMUSG00000132028	1066	3	chr15
ENSMUSG00000132029	1026	2	chr16
ENSMUSG00000132030	2085	6	chr19
ENSMUSG00000132031	545	3	chr2
ENSMUSG00000132032	509	3	chrX
ENSMUSG00000132033	601	4	chr11
ENSMUSG00000132034	584	3	chr9
ENSMUSG00000132035	317	2	chr2
ENSMUSG00000132036	445	3	chr5
ENSMUSG00000132037	1575	2	chr9
ENSMUSG00000132038	1330	5	chr11
ENSMUSG00000132039	892	5	chr11
ENSMUSG00000132040	579	2	chr5
ENSMUSG00000132041	465	3	chr16
ENSMUSG00000132042	460	2	chr1
ENSMUSG00000132043	355	2	chr15
ENSMUSG00000132044	672	3	chr9
ENSMUSG00000132045	557	1	chr10
ENSMUSG00000132046	449	3	chr6
ENSMUSG00000132047	2064	4	chr6
ENSMUSG00000132048	630	2	chr10
ENSMUSG00000132049	526	3	chr4
ENSMUSG00000132050	526	2	chr10
ENSMUSG00000132051	1477	6	chr4
ENSMUSG00000132052	1985	2	chr5
ENSMUSG00000132053	496	2	chr2
ENSMUSG00000132054	2455	9	chr1
ENSMUSG00000132055	862	1	chr5
ENSMUSG00000132056	212	1	chr18
ENSMUSG00000132057	791	4	chr2
ENSMUSG00000132058	874	5	chr4
ENSMUSG00000132059	1277	4	chr11
ENSMUSG00000132060	1482	2	chrX
ENSMUSG00000132061	375	3	chr6
ENSMUSG00000132062	539	2	chr5
ENSMUSG00000132063	367	1	chr9
ENSMUSG00000132064	750	2	chr14
ENSMUSG00000132065	3329	3	chr15
ENSMUSG00000132066	2921	8	chr15
ENSMUSG00000132068	584	2	chr4
ENSMUSG00000132069	893	2	chr11
ENSMUSG00000132070	584	4	chr16
ENSMUSG00000132071	240	2	chr12
ENSMUSG00000132072	406	2	chr5
ENSMUSG00000132073	356	2	chr3
ENSMUSG00000132074	540	3	chr7
ENSMUSG00000132075	384	2	chr11
ENSMUSG00000132076	483	1	chr11
ENSMUSG00000132077	1411	5	chr14
ENSMUSG00000132078	1260	2	chrY
ENSMUSG00000132079	1490	3	chr7
ENSMUSG00000132080	1822	2	chr11
ENSMUSG00000132081	725	2	chr18
ENSMUSG00000132082	297	2	chr8
ENSMUSG00000132083	274	3	chr4
ENSMUSG00000132084	519	3	chr16
ENSMUSG00000132085	617	3	chr1
ENSMUSG00000132086	978	2	chr5
ENSMUSG00000132087	1025	2	chr3
ENSMUSG00000132088	1317	3	chr16
ENSMUSG00000132089	1539	3	chr11
ENSMUSG00000132090	376	2	chr8
ENSMUSG00000132091	2317	5	chr1
ENSMUSG00000132092	675	4	chr2
ENSMUSG00000132093	474	3	chr8
ENSMUSG00000132094	462	3	chr18
ENSMUSG00000132095	403	2	chr6
ENSMUSG00000132096	965	2	chr2
ENSMUSG00000132098	626	3	chr11
ENSMUSG00000132099	764	3	chr15
ENSMUSG00000132100	261	2	chr4
ENSMUSG00000132101	366	2	chr4
ENSMUSG00000132102	350	3	chr3
ENSMUSG00000132103	790	2	chr10
ENSMUSG00000132104	2365	4	chr14
ENSMUSG00000132105	533	2	chr11
ENSMUSG00000132106	1506	2	chr15
ENSMUSG00000132107	678	4	chr5
ENSMUSG00000132108	1601	3	chr11
ENSMUSG00000132109	370	2	chr16
ENSMUSG00000132110	1665	3	chr13
ENSMUSG00000132111	1509	7	chr18
ENSMUSG00000132112	2980	6	chr6
ENSMUSG00000132113	1129	2	chr7
ENSMUSG00000132114	400	2	chr5
ENSMUSG00000132115	832	3	chr19
ENSMUSG00000132116	1980	9	chr7
ENSMUSG00000132117	580	3	chr2
ENSMUSG00000132118	722	3	chr14
ENSMUSG00000132119	212	1	chr16
ENSMUSG00000132120	1072	5	chr1
ENSMUSG00000132121	407	2	chr9
ENSMUSG00000132122	352	2	chr5
ENSMUSG00000132123	808	3	chr16
ENSMUSG00000132124	1730	2	chr5
ENSMUSG00000132125	411	3	chr17
ENSMUSG00000132126	904	2	chr11
ENSMUSG00000132127	795	4	chr16
ENSMUSG00000132128	524	2	chr5
ENSMUSG00000132129	845	3	chr6
ENSMUSG00000132130	343	2	chr5
ENSMUSG00000132131	870	2	chr1
ENSMUSG00000132132	1882	3	chr13
ENSMUSG00000132133	1522	6	chr14
ENSMUSG00000132134	680	2	chr14
ENSMUSG00000132135	1331	3	chr6
ENSMUSG00000132136	1448	7	chr8
ENSMUSG00000132137	275	2	chr14
ENSMUSG00000132138	2668	3	chr10
ENSMUSG00000132139	3668	9	chr13
ENSMUSG00000132140	2601	5	chr4
ENSMUSG00000132141	2418	6	chr17
ENSMUSG00000132142	1234	6	chr7
ENSMUSG00000132143	392	2	chr15
ENSMUSG00000132144	964	2	chr3
ENSMUSG00000132145	959	3	chr11
ENSMUSG00000132146	246	1	chr19
ENSMUSG00000132147	3921	5	chr8
ENSMUSG00000132148	1122	4	chr5
ENSMUSG00000132149	728	1	chr16
ENSMUSG00000132150	611	2	chr6
ENSMUSG00000132151	423	2	chr7
ENSMUSG00000132152	521	3	chr17
ENSMUSG00000132153	696	3	chr1
ENSMUSG00000132154	1059	3	chr7
ENSMUSG00000132155	1295	1	chr12
ENSMUSG00000132156	492	3	chr6
ENSMUSG00000132157	822	3	chr9
ENSMUSG00000132158	1214	3	chr1
ENSMUSG00000132159	1413	2	chr17
ENSMUSG00000132160	632	2	chr5
ENSMUSG00000132161	1524	4	chr2
ENSMUSG00000132162	1260	5	chr16
ENSMUSG00000132163	3833	14	chr17
ENSMUSG00000132164	1073	2	chr11
ENSMUSG00000132165	1240	4	chr5
ENSMUSG00000132166	1263	2	chr16
ENSMUSG00000132167	642	2	chr6
ENSMUSG00000132168	596	3	chr18
ENSMUSG00000132169	870	3	chr16
ENSMUSG00000132170	393	2	chr8
ENSMUSG00000132171	1421	3	chr8
ENSMUSG00000132172	744	2	chr4
ENSMUSG00000132173	837	4	chr11
ENSMUSG00000132174	263	2	chrY
ENSMUSG00000132175	341	2	chr14
ENSMUSG00000132176	280	2	chr8
ENSMUSG00000132177	754	2	chr10
ENSMUSG00000132178	1160	2	chr5
ENSMUSG00000132179	823	2	chr13
ENSMUSG00000132180	626	4	chr12
ENSMUSG00000132181	536	2	chr6
ENSMUSG00000132182	1157	6	chr15
ENSMUSG00000132183	653	2	chr15
ENSMUSG00000132185	309	1	chr5
ENSMUSG00000132186	859	1	chr8
ENSMUSG00000132187	798	3	chr19
ENSMUSG00000132188	938	3	chrY
ENSMUSG00000132189	226	2	chr5
ENSMUSG00000132190	1006	3	chr18
ENSMUSG00000132191	1245	2	chrY
ENSMUSG00000132192	423	2	chr5
ENSMUSG00000132193	2047	5	chr15
ENSMUSG00000132194	1393	3	chr13
ENSMUSG00000132195	2799	5	chr11
ENSMUSG00000132196	757	3	chr2
ENSMUSG00000132197	833	2	chr16
ENSMUSG00000132198	854	4	chr17
ENSMUSG00000132199	1060	2	chr16
ENSMUSG00000132200	720	2	chr15
ENSMUSG00000132201	455	2	chr4
ENSMUSG00000132202	400	2	chr12
ENSMUSG00000132203	591	2	chr8
ENSMUSG00000132204	420	3	chr17
ENSMUSG00000132205	376	2	chr14
ENSMUSG00000132207	1151	6	chr10
ENSMUSG00000132208	626	2	chrY
ENSMUSG00000132209	3455	6	chr16
ENSMUSG00000132210	590	3	chr2
ENSMUSG00000132211	2234	2	chr15
ENSMUSG00000132212	425	2	chr7
ENSMUSG00000132213	607	3	chr14
ENSMUSG00000132214	761	2	chr5
ENSMUSG00000132215	1381	1	chr16
ENSMUSG00000132216	1266	6	chr11
ENSMUSG00000132217	643	3	chrX
ENSMUSG00000132218	2271	3	chr3
ENSMUSG00000132219	754	2	chr4
ENSMUSG00000132220	829	2	chr12
ENSMUSG00000132221	1073	3	chr8
ENSMUSG00000132222	532	2	chr13
ENSMUSG00000132223	640	4	chr15
ENSMUSG00000132224	1510	4	chr4
ENSMUSG00000132225	848	2	chr13
ENSMUSG00000132226	643	3	chr1
ENSMUSG00000132227	1843	2	chr1
ENSMUSG00000132228	1256	2	chrY
ENSMUSG00000132229	2025	8	chr17
ENSMUSG00000132230	4855	17	chr11
ENSMUSG00000132231	693	2	chr6
ENSMUSG00000132232	1294	5	chr13
ENSMUSG00000132233	174	1	chr18
ENSMUSG00000132234	739	2	chr19
ENSMUSG00000132235	464	3	chr10
ENSMUSG00000132236	1428	5	chr10
ENSMUSG00000132237	707	4	chr15
ENSMUSG00000132238	777	4	chr11
ENSMUSG00000132240	1183	3	chr17
ENSMUSG00000132241	679	4	chr10
ENSMUSG00000132242	1876	4	chr11
ENSMUSG00000132243	1167	4	chr4
ENSMUSG00000132244	602	2	chr15
ENSMUSG00000132245	717	1	chr16
ENSMUSG00000132246	390	2	chr16
ENSMUSG00000132247	536	3	chr9
ENSMUSG00000132248	1427	3	chr13
ENSMUSG00000132249	363	2	chr8
ENSMUSG00000132250	889	5	chr2
ENSMUSG00000132251	849	4	chr7
ENSMUSG00000132252	987	1	chr11
ENSMUSG00000132253	663	3	chr3
ENSMUSG00000132254	563	3	chr15
ENSMUSG00000132255	1902	4	chr6
ENSMUSG00000132256	972	2	chrX
ENSMUSG00000132257	1987	1	chr1
ENSMUSG00000132259	565	3	chr9
ENSMUSG00000132260	928	2	chr13
ENSMUSG00000132261	531	2	chr17
ENSMUSG00000132262	1728	5	chr17
ENSMUSG00000132263	1079	3	chr1
ENSMUSG00000132264	454	2	chr13
ENSMUSG00000132265	3141	7	chr17
ENSMUSG00000132266	3025	9	chr4
ENSMUSG00000132268	335	2	chr13
ENSMUSG00000132269	2181	5	chr10
ENSMUSG00000132270	7168	19	chr3
ENSMUSG00000132271	347	2	chr19
ENSMUSG00000132272	446	2	chr14
ENSMUSG00000132273	430	2	chr11
ENSMUSG00000132274	1246	2	chr7
ENSMUSG00000132275	340	2	chr4
ENSMUSG00000132276	416	2	chr15
ENSMUSG00000132277	537	1	chr9
ENSMUSG00000132279	1195	3	chr3
ENSMUSG00000132280	463	1	chr16
ENSMUSG00000132281	1152	1	chr11
ENSMUSG00000132282	1577	2	chr15
ENSMUSG00000132283	909	4	chr3
ENSMUSG00000132284	1848	2	chr15
ENSMUSG00000132285	1318	3	chr3
ENSMUSG00000132286	954	4	chr4
ENSMUSG00000132287	1222	3	chr2
ENSMUSG00000132288	1093	2	chr7
ENSMUSG00000132289	502	2	chr1
ENSMUSG00000132290	1395	4	chr1
ENSMUSG00000132291	526	2	chr3
ENSMUSG00000132292	665	2	chr8
ENSMUSG00000132293	620	2	chr13
ENSMUSG00000132294	554	3	chr12
ENSMUSG00000132295	537	2	chrX
ENSMUSG00000132296	2076	4	chr9
ENSMUSG00000132297	2359	4	chr3
ENSMUSG00000132298	1064	5	chr2
ENSMUSG00000132299	312	2	chr13
ENSMUSG00000132300	477	4	chr10
ENSMUSG00000132301	746	2	chr17
ENSMUSG00000132302	1289	2	chr11
ENSMUSG00000132303	627	2	chr6
ENSMUSG00000132304	1074	1	chr17
ENSMUSG00000132305	881	3	chr8
ENSMUSG00000132306	1839	6	chr4
ENSMUSG00000132307	966	2	chr14
ENSMUSG00000132308	1416	4	chr10
ENSMUSG00000132309	3247	3	chr1
ENSMUSG00000132310	3135	4	chr17
ENSMUSG00000132311	340	2	chr6
ENSMUSG00000132312	808	3	chr1
ENSMUSG00000132313	949	3	chr13
ENSMUSG00000132314	1135	4	chr3
ENSMUSG00000132315	1248	2	chr1
ENSMUSG00000132316	321	3	chr12
ENSMUSG00000132317	4181	3	chr17
ENSMUSG00000132318	2429	7	chr4
ENSMUSG00000132319	1520	5	chr3
ENSMUSG00000132320	463	3	chr15
ENSMUSG00000132321	1093	4	chr19
ENSMUSG00000132322	1319	4	chr19
ENSMUSG00000132323	337	3	chr3
ENSMUSG00000132324	654	2	chr8
ENSMUSG00000132325	2980	3	chr1
ENSMUSG00000132326	902	3	chr12
ENSMUSG00000132327	327	1	chr11
ENSMUSG00000132328	1149	2	chr15
ENSMUSG00000132329	2137	5	chr15
ENSMUSG00000132330	2235	6	chr10
ENSMUSG00000132331	455	3	chrX
ENSMUSG00000132332	479	4	chr16
ENSMUSG00000132333	1065	1	chr19
ENSMUSG00000132334	677	5	chr6
ENSMUSG00000132335	744	3	chr13
ENSMUSG00000132336	973	4	chr12
ENSMUSG00000132337	942	4	chr15
ENSMUSG00000132338	3155	8	chr12
ENSMUSG00000132339	610	2	chr16
ENSMUSG00000132340	686	5	chr11
ENSMUSG00000132341	705	3	chr9
ENSMUSG00000132342	1017	8	chrY
ENSMUSG00000132343	385	3	chr9
ENSMUSG00000132344	313	2	chr11
ENSMUSG00000132345	855	5	chr10
ENSMUSG00000132346	601	2	chr11
ENSMUSG00000132347	494	2	chr2
ENSMUSG00000132348	680	4	chr9
ENSMUSG00000132349	1108	2	chr4
ENSMUSG00000132351	1079	4	chr17
ENSMUSG00000132352	503	3	chr1
ENSMUSG00000132353	707	1	chr3
ENSMUSG00000132354	459	5	chr10
ENSMUSG00000132355	1017	2	chr11
ENSMUSG00000132356	740	2	chr17
ENSMUSG00000132357	1623	2	chr4
ENSMUSG00000132358	1346	1	chr17
ENSMUSG00000132359	786	5	chr18
ENSMUSG00000132360	1027	3	chr8
ENSMUSG00000132361	816	3	chr4
ENSMUSG00000132362	1530	4	chr13
ENSMUSG00000132363	664	2	chr6
ENSMUSG00000132364	1420	1	chr19
ENSMUSG00000132365	1356	4	chr4
ENSMUSG00000132367	1351	2	chr11
ENSMUSG00000132368	389	2	chr15
ENSMUSG00000132369	1387	4	chr15
ENSMUSG00000132370	739	3	chr15
ENSMUSG00000132371	2750	1	chr10
ENSMUSG00000132372	446	2	chrX
ENSMUSG00000132373	288	2	chrX
ENSMUSG00000132374	255	1	chr15
